"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_loss","9 - val_loss__MIN","9 - val_loss__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_loss","17 - val_loss__MIN","17 - val_loss__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_loss","33 - val_loss__MIN","33 - val_loss__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_loss","65 - val_loss__MIN","65 - val_loss__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_loss","129 - val_loss__MIN","129 - val_loss__MAX"
"17","155","155","155","0.07086392492055893","0.07086392492055893","0.07086392492055893","155","155","155","0.08049118518829346","0.08049118518829346","0.08049118518829346","155","155","155","0.08930373936891556","0.08930373936891556","0.08930373936891556","155","155","155","0.07120638340711594","0.07120638340711594","0.07120638340711594","155","155","155","0.09262590855360031","0.09262590855360031","0.09262590855360031"
"18","163","163","163","0.07047022134065628","0.07047022134065628","0.07047022134065628","163","163","163","0.07663404196500778","0.07663404196500778","0.07663404196500778","163","163","163","0.08731953054666519","0.08731953054666519","0.08731953054666519","163","163","163","0.06790948659181595","0.06790948659181595","0.06790948659181595","163","163","163","0.09244352579116821","0.09244352579116821","0.09244352579116821"
"19","172","172","172","0.06722501665353775","0.06722501665353775","0.06722501665353775","172","172","172","0.07442197948694229","0.07442197948694229","0.07442197948694229","172","172","172","0.0860208198428154","0.0860208198428154","0.0860208198428154","172","172","172","0.06537534296512604","0.06537534296512604","0.06537534296512604","172","172","172","0.09077366441488266","0.09077366441488266","0.09077366441488266"
"20","181","181","181","0.06532330811023712","0.06532330811023712","0.06532330811023712","181","181","181","0.07377072423696518","0.07377072423696518","0.07377072423696518","181","181","181","0.08514151722192764","0.08514151722192764","0.08514151722192764","181","181","181","0.06372913718223572","0.06372913718223572","0.06372913718223572","181","181","181","0.0887078121304512","0.0887078121304512","0.0887078121304512"
"21","190","190","190","0.06422875821590424","0.06422875821590424","0.06422875821590424","190","190","190","0.07158337533473969","0.07158337533473969","0.07158337533473969","190","190","190","0.08278050273656845","0.08278050273656845","0.08278050273656845","190","190","190","0.06099049374461174","0.06099049374461174","0.06099049374461174","190","190","190","0.08823138475418091","0.08823138475418091","0.08823138475418091"
"22","198","198","198","0.06264613568782806","0.06264613568782806","0.06264613568782806","198","198","198","0.0691317692399025","0.0691317692399025","0.0691317692399025","198","198","198","0.0809902474284172","0.0809902474284172","0.0809902474284172","198","198","198","0.05926377698779106","0.05926377698779106","0.05926377698779106","198","198","198","0.087005615234375","0.087005615234375","0.087005615234375"
"23","207","207","207","0.06145127862691879","0.06145127862691879","0.06145127862691879","207","207","207","0.06717318296432495","0.06717318296432495","0.06717318296432495","207","207","207","0.07871021330356598","0.07871021330356598","0.07871021330356598","207","207","207","0.05874424800276756","0.05874424800276756","0.05874424800276756","207","207","207","0.08380748331546783","0.08380748331546783","0.08380748331546783"
"24","215","215","215","0.05938427150249481","0.05938427150249481","0.05938427150249481","215","215","215","0.06619026511907578","0.06619026511907578","0.06619026511907578","215","215","215","0.0765613317489624","0.0765613317489624","0.0765613317489624","215","215","215","0.056700918823480606","0.056700918823480606","0.056700918823480606","215","215","215","0.08228195458650589","0.08228195458650589","0.08228195458650589"
"25","224","224","224","0.05877254158258438","0.05877254158258438","0.05877254158258438","224","224","224","0.06470440328121185","0.06470440328121185","0.06470440328121185","224","224","224","0.07602504640817642","0.07602504640817642","0.07602504640817642","224","224","224","0.05630965530872345","0.05630965530872345","0.05630965530872345","224","224","224","0.07947099208831787","0.07947099208831787","0.07947099208831787"
"26","232","232","232","0.05850428715348244","0.05850428715348244","0.05850428715348244","232","232","232","0.06428710371255875","0.06428710371255875","0.06428710371255875","232","232","232","0.07345277070999146","0.07345277070999146","0.07345277070999146","232","232","232","0.05479978024959564","0.05479978024959564","0.05479978024959564","232","232","232","0.08010479062795639","0.08010479062795639","0.08010479062795639"
"27","241","241","241","0.05716404691338539","0.05716404691338539","0.05716404691338539","241","241","241","0.06234923377633095","0.06234923377633095","0.06234923377633095","241","241","241","0.07275339215993881","0.07275339215993881","0.07275339215993881","241","241","241","0.053692061454057693","0.053692061454057693","0.053692061454057693","241","241","241","0.07718025892972946","0.07718025892972946","0.07718025892972946"
"28","249","249","249","0.05605548620223999","0.05605548620223999","0.05605548620223999","249","249","249","0.06097693368792534","0.06097693368792534","0.06097693368792534","249","249","249","0.07027836889028549","0.07027836889028549","0.07027836889028549","249","249","249","0.05348760634660721","0.05348760634660721","0.05348760634660721","249","249","249","0.07454554736614227","0.07454554736614227","0.07454554736614227"
"29","258","258","258","0.055420562624931335","0.055420562624931335","0.055420562624931335","258","258","258","0.06001532822847366","0.06001532822847366","0.06001532822847366","258","258","258","0.0689646378159523","0.0689646378159523","0.0689646378159523","258","258","258","0.052128732204437256","0.052128732204437256","0.052128732204437256","258","258","258","0.07477875798940659","0.07477875798940659","0.07477875798940659"
"30","267","267","267","0.05509733036160469","0.05509733036160469","0.05509733036160469","267","267","267","0.05940832570195198","0.05940832570195198","0.05940832570195198","267","267","267","0.07161261141300201","0.07161261141300201","0.07161261141300201","267","267","267","0.05177899822592735","0.05177899822592735","0.05177899822592735","267","267","267","0.0734979435801506","0.0734979435801506","0.0734979435801506"
"31","276","276","276","0.05452734977006912","0.05452734977006912","0.05452734977006912","276","276","276","0.05654560402035713","0.05654560402035713","0.05654560402035713","276","276","276","0.06655347347259521","0.06655347347259521","0.06655347347259521","276","276","276","0.05040610209107399","0.05040610209107399","0.05040610209107399","276","276","276","0.0719960555434227","0.0719960555434227","0.0719960555434227"
"32","284","284","284","0.05506831407546997","0.05506831407546997","0.05506831407546997","284","284","284","0.054879169911146164","0.054879169911146164","0.054879169911146164","284","284","284","0.06502947956323624","0.06502947956323624","0.06502947956323624","284","284","284","0.04963759332895279","0.04963759332895279","0.04963759332895279","284","284","284","0.07046618312597275","0.07046618312597275","0.07046618312597275"
"33","293","293","293","0.0530172735452652","0.0530172735452652","0.0530172735452652","293","293","293","0.054445695132017136","0.054445695132017136","0.054445695132017136","293","293","293","0.06430474668741226","0.06430474668741226","0.06430474668741226","293","293","293","0.0493539497256279","0.0493539497256279","0.0493539497256279","293","293","293","0.06983701884746552","0.06983701884746552","0.06983701884746552"
"34","301","301","301","0.052187539637088776","0.052187539637088776","0.052187539637088776","301","301","301","0.053125426173210144","0.053125426173210144","0.053125426173210144","301","301","301","0.06410492956638336","0.06410492956638336","0.06410492956638336","301","301","301","0.048589084297418594","0.048589084297418594","0.048589084297418594","301","301","301","0.06820620596408844","0.06820620596408844","0.06820620596408844"
"35","310","310","310","0.05281031131744385","0.05281031131744385","0.05281031131744385","310","310","310","0.05182214453816414","0.05182214453816414","0.05182214453816414","310","310","310","0.06251490116119385","0.06251490116119385","0.06251490116119385","310","310","310","0.047824688255786896","0.047824688255786896","0.047824688255786896","310","310","310","0.06688249856233597","0.06688249856233597","0.06688249856233597"
"36","318","318","318","0.05278709530830383","0.05278709530830383","0.05278709530830383","318","318","318","0.051304902881383896","0.051304902881383896","0.051304902881383896","318","318","318","0.06193019077181816","0.06193019077181816","0.06193019077181816","318","318","318","0.04696252569556236","0.04696252569556236","0.04696252569556236","318","318","318","0.06734906882047653","0.06734906882047653","0.06734906882047653"
"37","327","327","327","0.06348096579313278","0.06348096579313278","0.06348096579313278","327","327","327","0.05057719349861145","0.05057719349861145","0.05057719349861145","327","327","327","0.060770466923713684","0.060770466923713684","0.060770466923713684","327","327","327","0.04655233770608902","0.04655233770608902","0.04655233770608902","327","327","327","0.06492961198091507","0.06492961198091507","0.06492961198091507"
"38","335","335","335","0.05203691124916077","0.05203691124916077","0.05203691124916077","335","335","335","0.049865901470184326","0.049865901470184326","0.049865901470184326","335","335","335","0.060479894280433655","0.060479894280433655","0.060479894280433655","335","335","335","0.04635253921151161","0.04635253921151161","0.04635253921151161","335","335","335","0.06255941092967987","0.06255941092967987","0.06255941092967987"
"39","344","344","344","0.051079507917165756","0.051079507917165756","0.051079507917165756","344","344","344","0.048861514776945114","0.048861514776945114","0.048861514776945114","344","344","344","0.059423115104436874","0.059423115104436874","0.059423115104436874","344","344","344","0.08021263778209686","0.08021263778209686","0.08021263778209686","344","344","344","0.06172965094447136","0.06172965094447136","0.06172965094447136"
"40","353","353","353","0.05109142139554024","0.05109142139554024","0.05109142139554024","353","353","353","0.04877571016550064","0.04877571016550064","0.04877571016550064","353","353","353","0.05923828110098839","0.05923828110098839","0.05923828110098839","353","353","353","0.06903113424777985","0.06903113424777985","0.06903113424777985","353","353","353","0.061708368360996246","0.061708368360996246","0.061708368360996246"
"41","362","362","362","0.05096195638179779","0.05096195638179779","0.05096195638179779","362","362","362","0.047203339636325836","0.047203339636325836","0.047203339636325836","362","362","362","0.05821887031197548","0.05821887031197548","0.05821887031197548","362","362","362","0.061085525900125504","0.061085525900125504","0.061085525900125504","362","362","362","0.06049099564552307","0.06049099564552307","0.06049099564552307"
"42","370","370","370","0.050851721316576004","0.050851721316576004","0.050851721316576004","370","370","370","0.04667336866259575","0.04667336866259575","0.04667336866259575","370","370","370","0.0566435232758522","0.0566435232758522","0.0566435232758522","370","370","370","0.05579766258597374","0.05579766258597374","0.05579766258597374","370","370","370","0.058063801378011703","0.058063801378011703","0.058063801378011703"
"43","379","379","379","0.05028794705867767","0.05028794705867767","0.05028794705867767","379","379","379","0.04657617211341858","0.04657617211341858","0.04657617211341858","379","379","379","0.056187521666288376","0.056187521666288376","0.056187521666288376","379","379","379","0.05380217358469963","0.05380217358469963","0.05380217358469963","379","379","379","0.05686097592115402","0.05686097592115402","0.05686097592115402"
"44","387","387","387","0.05051632225513458","0.05051632225513458","0.05051632225513458","387","387","387","0.045697785913944244","0.045697785913944244","0.045697785913944244","387","387","387","0.05538896843791008","0.05538896843791008","0.05538896843791008","387","387","387","0.052183497697114944","0.052183497697114944","0.052183497697114944","387","387","387","0.05539904907345772","0.05539904907345772","0.05539904907345772"
"45","396","396","396","0.05188443511724472","0.05188443511724472","0.05188443511724472","396","396","396","0.04512525349855423","0.04512525349855423","0.04512525349855423","396","396","396","0.05445263162255287","0.05445263162255287","0.05445263162255287","396","396","396","0.04982335492968559","0.04982335492968559","0.04982335492968559","396","396","396","0.11961646378040314","0.11961646378040314","0.11961646378040314"
"46","404","404","404","0.049978017807006836","0.049978017807006836","0.049978017807006836","404","404","404","0.04431390389800072","0.04431390389800072","0.04431390389800072","404","404","404","0.053448185324668884","0.053448185324668884","0.053448185324668884","404","404","404","0.04945359379053116","0.04945359379053116","0.04945359379053116","404","404","404","0.05388430133461952","0.05388430133461952","0.05388430133461952"
"47","413","413","413","0.049981359392404556","0.049981359392404556","0.049981359392404556","413","413","413","0.044135160744190216","0.044135160744190216","0.044135160744190216","413","413","413","0.053420037031173706","0.053420037031173706","0.053420037031173706","413","413","413","0.04674556478857994","0.04674556478857994","0.04674556478857994","413","413","413","0.05298890545964241","0.05298890545964241","0.05298890545964241"
"48","421","421","421","0.04908011853694916","0.04908011853694916","0.04908011853694916","421","421","421","0.04371391236782074","0.04371391236782074","0.04371391236782074","421","421","421","0.052687760442495346","0.052687760442495346","0.052687760442495346","421","421","421","0.04586425796151161","0.04586425796151161","0.04586425796151161","421","421","421","0.051644809544086456","0.051644809544086456","0.051644809544086456"
"49","430","430","430","0.049408920109272","0.049408920109272","0.049408920109272","430","430","430","0.0432623028755188","0.0432623028755188","0.0432623028755188","430","430","430","0.05915938690304756","0.05915938690304756","0.05915938690304756","430","430","430","0.04508652165532112","0.04508652165532112","0.04508652165532112","430","430","430","0.05195128545165062","0.05195128545165062","0.05195128545165062"
"50","439","439","439","0.0496150366961956","0.0496150366961956","0.0496150366961956","439","439","439","0.04285795986652374","0.04285795986652374","0.04285795986652374","439","439","439","0.051685720682144165","0.051685720682144165","0.051685720682144165","439","439","439","0.04468977823853493","0.04468977823853493","0.04468977823853493","439","439","439","0.05013493821024895","0.05013493821024895","0.05013493821024895"
"51","448","448","448","0.04972763732075691","0.04972763732075691","0.04972763732075691","448","448","448","0.042395852506160736","0.042395852506160736","0.042395852506160736","448","448","448","0.051328156143426895","0.051328156143426895","0.051328156143426895","448","448","448","0.04347514733672142","0.04347514733672142","0.04347514733672142","448","448","448","0.05008543282747269","0.05008543282747269","0.05008543282747269"
"52","456","456","456","0.04904620721936226","0.04904620721936226","0.04904620721936226","456","456","456","0.04192430526018143","0.04192430526018143","0.04192430526018143","456","456","456","0.05073228105902672","0.05073228105902672","0.05073228105902672","456","456","456","0.04353269934654236","0.04353269934654236","0.04353269934654236","456","456","456","0.04926887899637222","0.04926887899637222","0.04926887899637222"
"53","465","465","465","0.047481998801231384","0.047481998801231384","0.047481998801231384","465","465","465","0.04143308475613594","0.04143308475613594","0.04143308475613594","465","465","465","0.04987339675426483","0.04987339675426483","0.04987339675426483","465","465","465","0.04294346272945404","0.04294346272945404","0.04294346272945404","465","465","465","0.048999205231666565","0.048999205231666565","0.048999205231666565"
"54","473","473","473","0.04832324758172035","0.04832324758172035","0.04832324758172035","473","473","473","0.041281841695308685","0.041281841695308685","0.041281841695308685","473","473","473","0.04946402832865715","0.04946402832865715","0.04946402832865715","473","473","473","0.042362701147794724","0.042362701147794724","0.042362701147794724","473","473","473","0.047897350043058395","0.047897350043058395","0.047897350043058395"
"55","482","482","482","0.04786127805709839","0.04786127805709839","0.04786127805709839","482","482","482","0.0409420020878315","0.0409420020878315","0.0409420020878315","482","482","482","0.048433318734169006","0.048433318734169006","0.048433318734169006","482","482","482","0.04171566292643547","0.04171566292643547","0.04171566292643547","482","482","482","0.04737326130270958","0.04737326130270958","0.04737326130270958"
"56","490","490","490","0.04760163277387619","0.04760163277387619","0.04760163277387619","490","490","490","0.04097196087241173","0.04097196087241173","0.04097196087241173","490","490","490","0.048917390406131744","0.048917390406131744","0.048917390406131744","490","490","490","0.04156274348497391","0.04156274348497391","0.04156274348497391","490","490","490","0.04636896401643753","0.04636896401643753","0.04636896401643753"
"57","499","499","499","0.04873444512486458","0.04873444512486458","0.04873444512486458","499","499","499","0.04047420248389244","0.04047420248389244","0.04047420248389244","499","499","499","0.047870974987745285","0.047870974987745285","0.047870974987745285","499","499","499","0.041653823107481","0.041653823107481","0.041653823107481","499","499","499","0.047637373208999634","0.047637373208999634","0.047637373208999634"
"58","507","507","507","0.04763983190059662","0.04763983190059662","0.04763983190059662","507","507","507","0.0403718538582325","0.0403718538582325","0.0403718538582325","507","507","507","0.04948992282152176","0.04948992282152176","0.04948992282152176","507","507","507","0.04059000685811043","0.04059000685811043","0.04059000685811043","507","507","507","0.0457628034055233","0.0457628034055233","0.0457628034055233"
"59","516","516","516","0.047853995114564896","0.047853995114564896","0.047853995114564896","516","516","516","0.04005076736211777","0.04005076736211777","0.04005076736211777","516","516","516","0.04734471067786217","0.04734471067786217","0.04734471067786217","516","516","516","0.04061916843056679","0.04061916843056679","0.04061916843056679","516","516","516","0.04619593918323517","0.04619593918323517","0.04619593918323517"
"60","525","525","525","0.04661845788359642","0.04661845788359642","0.04661845788359642","525","525","525","0.03969692438840866","0.03969692438840866","0.03969692438840866","525","525","525","0.04669497162103653","0.04669497162103653","0.04669497162103653","525","525","525","0.040749747306108475","0.040749747306108475","0.040749747306108475","525","525","525","0.04466605186462402","0.04466605186462402","0.04466605186462402"
"61","534","534","534","0.04793086647987366","0.04793086647987366","0.04793086647987366","534","534","534","0.03967353701591492","0.03967353701591492","0.03967353701591492","534","534","534","0.04624263942241669","0.04624263942241669","0.04624263942241669","534","534","534","0.03933686017990112","0.03933686017990112","0.03933686017990112","534","534","534","0.0445687361061573","0.0445687361061573","0.0445687361061573"
"62","542","542","542","0.04660400003194809","0.04660400003194809","0.04660400003194809","542","542","542","0.039187729358673096","0.039187729358673096","0.039187729358673096","542","542","542","0.04621249437332153","0.04621249437332153","0.04621249437332153","542","542","542","0.03925740718841553","0.03925740718841553","0.03925740718841553","542","542","542","0.04322486370801926","0.04322486370801926","0.04322486370801926"
"63","551","551","551","0.04668184742331505","0.04668184742331505","0.04668184742331505","551","551","551","0.03934377059340477","0.03934377059340477","0.03934377059340477","551","551","551","0.04551093652844429","0.04551093652844429","0.04551093652844429","551","551","551","0.03884271904826164","0.03884271904826164","0.03884271904826164","551","551","551","0.04344867542386055","0.04344867542386055","0.04344867542386055"
"64","559","559","559","0.047544047236442566","0.047544047236442566","0.047544047236442566","559","559","559","0.038881655782461166","0.038881655782461166","0.038881655782461166","559","559","559","0.04497908055782318","0.04497908055782318","0.04497908055782318","559","559","559","0.0391300767660141","0.0391300767660141","0.0391300767660141","559","559","559","0.04354972764849663","0.04354972764849663","0.04354972764849663"
"65","568","568","568","0.04693369194865227","0.04693369194865227","0.04693369194865227","568","568","568","0.03855842351913452","0.03855842351913452","0.03855842351913452","568","568","568","0.04473423585295677","0.04473423585295677","0.04473423585295677","568","568","568","0.03952549397945404","0.03952549397945404","0.03952549397945404","568","568","568","0.04388915374875069","0.04388915374875069","0.04388915374875069"
"66","576","576","576","0.04619117081165314","0.04619117081165314","0.04619117081165314","576","576","576","0.03868240863084793","0.03868240863084793","0.03868240863084793","576","576","576","0.0447310246527195","0.0447310246527195","0.0447310246527195","576","576","576","0.038895778357982635","0.038895778357982635","0.038895778357982635","576","576","576","0.042578428983688354","0.042578428983688354","0.042578428983688354"
"67","585","585","585","0.04609990864992142","0.04609990864992142","0.04609990864992142","585","585","585","0.03829169645905495","0.03829169645905495","0.03829169645905495","585","585","585","0.04839016869664192","0.04839016869664192","0.04839016869664192","585","585","585","0.03822759538888931","0.03822759538888931","0.03822759538888931","585","585","585","0.04234088212251663","0.04234088212251663","0.04234088212251663"
"68","593","593","593","0.04626169800758362","0.04626169800758362","0.04626169800758362","593","593","593","0.038180023431777954","0.038180023431777954","0.038180023431777954","593","593","593","0.044179461896419525","0.044179461896419525","0.044179461896419525","593","593","593","0.039984673261642456","0.039984673261642456","0.039984673261642456","593","593","593","0.04155963659286499","0.04155963659286499","0.04155963659286499"
"69","602","602","602","0.04543198645114899","0.04543198645114899","0.04543198645114899","602","602","602","0.03782035782933235","0.03782035782933235","0.03782035782933235","602","602","602","0.044011011719703674","0.044011011719703674","0.044011011719703674","602","602","602","0.03823249414563179","0.03823249414563179","0.03823249414563179","602","602","602","0.041886910796165466","0.041886910796165466","0.041886910796165466"
"70","611","611","611","0.04578804597258568","0.04578804597258568","0.04578804597258568","611","611","611","0.037628114223480225","0.037628114223480225","0.037628114223480225","611","611","611","0.043550796806812286","0.043550796806812286","0.043550796806812286","611","611","611","0.038501542061567307","0.038501542061567307","0.038501542061567307","611","611","611","0.04156141355633736","0.04156141355633736","0.04156141355633736"
"71","620","620","620","0.04645964503288269","0.04645964503288269","0.04645964503288269","620","620","620","0.03750453516840935","0.03750453516840935","0.03750453516840935","620","620","620","0.043623920530080795","0.043623920530080795","0.043623920530080795","620","620","620","0.03778046742081642","0.03778046742081642","0.03778046742081642","620","620","620","0.04136144369840622","0.04136144369840622","0.04136144369840622"
"72","628","628","628","0.051500651985406876","0.051500651985406876","0.051500651985406876","628","628","628","0.03775492683053017","0.03775492683053017","0.03775492683053017","628","628","628","0.04410196840763092","0.04410196840763092","0.04410196840763092","628","628","628","0.037328287959098816","0.037328287959098816","0.037328287959098816","628","628","628","0.040743403136730194","0.040743403136730194","0.040743403136730194"
"73","637","637","637","0.045474760234355927","0.045474760234355927","0.045474760234355927","637","637","637","0.03755732625722885","0.03755732625722885","0.03755732625722885","637","637","637","0.04300817847251892","0.04300817847251892","0.04300817847251892","637","637","637","0.0373639352619648","0.0373639352619648","0.0373639352619648","637","637","637","0.059592392295598984","0.059592392295598984","0.059592392295598984"
"74","645","645","645","0.045524418354034424","0.045524418354034424","0.045524418354034424","645","645","645","0.037183161824941635","0.037183161824941635","0.037183161824941635","645","645","645","0.042889829725027084","0.042889829725027084","0.042889829725027084","645","645","645","0.037770435214042664","0.037770435214042664","0.037770435214042664","645","645","645","0.04028724506497383","0.04028724506497383","0.04028724506497383"
"75","654","654","654","0.04547952115535736","0.04547952115535736","0.04547952115535736","654","654","654","0.037070274353027344","0.037070274353027344","0.037070274353027344","654","654","654","0.04466915503144264","0.04466915503144264","0.04466915503144264","654","654","654","0.036837197840213776","0.036837197840213776","0.036837197840213776","654","654","654","0.0399075523018837","0.0399075523018837","0.0399075523018837"
"76","662","662","662","0.0453842356801033","0.0453842356801033","0.0453842356801033","662","662","662","0.0373205728828907","0.0373205728828907","0.0373205728828907","662","662","662","0.042302388697862625","0.042302388697862625","0.042302388697862625","662","662","662","0.03709014505147934","0.03709014505147934","0.03709014505147934","662","662","662","0.03968552127480507","0.03968552127480507","0.03968552127480507"
"77","671","671","671","0.0451052188873291","0.0451052188873291","0.0451052188873291","671","671","671","0.03732990473508835","0.03732990473508835","0.03732990473508835","671","671","671","0.0420246496796608","0.0420246496796608","0.0420246496796608","671","671","671","0.03707484155893326","0.03707484155893326","0.03707484155893326","671","671","671","0.039527833461761475","0.039527833461761475","0.039527833461761475"
"78","679","679","679","0.044744823127985","0.044744823127985","0.044744823127985","679","679","679","0.03732642903923988","0.03732642903923988","0.03732642903923988","679","679","679","0.042305029928684235","0.042305029928684235","0.042305029928684235","679","679","679","0.037106845527887344","0.037106845527887344","0.037106845527887344","679","679","679","0.03919009864330292","0.03919009864330292","0.03919009864330292"
