"epoch","l64 - _step","l64 - _step__MIN","l64 - _step__MAX","l64 - val_len","l64 - val_len__MIN","l64 - val_len__MAX","l128 - _step","l128 - _step__MIN","l128 - _step__MAX","l128 - val_len","l128 - val_len__MIN","l128 - val_len__MAX","l8 - _step","l8 - _step__MIN","l8 - _step__MAX","l8 - val_len","l8 - val_len__MIN","l8 - val_len__MAX","l32 - _step","l32 - _step__MIN","l32 - _step__MAX","l32 - val_len","l32 - val_len__MIN","l32 - val_len__MAX","l16 - _step","l16 - _step__MIN","l16 - _step__MAX","l16 - val_len","l16 - val_len__MIN","l16 - val_len__MAX"
"509","4386","4386","4386","61.274166107177734","61.274166107177734","61.274166107177734","","","","","","","","","","","","","","","","","","","4386","4386","4386","15.585749626159668","15.585749626159668","15.585749626159668"
"510","4395","4395","4395","61.482582092285156","61.482582092285156","61.482582092285156","","","","","","","","","","","","","","","","","","","4395","4395","4395","15.59000015258789","15.59000015258789","15.59000015258789"
"511","4404","4404","4404","61.51591491699219","61.51591491699219","61.51591491699219","","","","","","","","","","","","","","","","","","","4404","4404","4404","15.614999771118164","15.614999771118164","15.614999771118164"
"512","4412","4412","4412","60.88258361816406","60.88258361816406","60.88258361816406","","","","","","","","","","","","","","","","","","","4412","4412","4412","15.519166946411133","15.519166946411133","15.519166946411133"
"513","4421","4421","4421","60.64324951171875","60.64324951171875","60.64324951171875","","","","","","","","","","","","","","","","","","","4421","4421","4421","15.684916496276855","15.684916496276855","15.684916496276855"
"514","4429","4429","4429","61.06308364868164","61.06308364868164","61.06308364868164","","","","","","","","","","","","","","","","","","","4429","4429","4429","15.459833145141602","15.459833145141602","15.459833145141602"
"515","4438","4438","4438","60.81833267211914","60.81833267211914","60.81833267211914","","","","","","","","","","","","","","","","","","","4438","4438","4438","15.446083068847656","15.446083068847656","15.446083068847656"
"516","4446","4446","4446","61.1932487487793","61.1932487487793","61.1932487487793","","","","","","","","","","","","","","","","","","","4446","4446","4446","15.57058334350586","15.57058334350586","15.57058334350586"
"517","4455","4455","4455","60.63833236694336","60.63833236694336","60.63833236694336","","","","","","","","","","","","","","","","","","","4455","4455","4455","15.372583389282227","15.372583389282227","15.372583389282227"
"518","4463","4463","4463","61.3009147644043","61.3009147644043","61.3009147644043","","","","","","","","","","","","","","","","","","","4463","4463","4463","15.574166297912598","15.574166297912598","15.574166297912598"
"519","4472","4472","4472","60.99924850463867","60.99924850463867","60.99924850463867","","","","","","","","","","","","","","","","","","","4472","4472","4472","15.444000244140625","15.444000244140625","15.444000244140625"
"520","4481","4481","4481","61.244083404541016","61.244083404541016","61.244083404541016","","","","","","","","","","","","","","","","","","","4481","4481","4481","15.473833084106445","15.473833084106445","15.473833084106445"
"521","4490","4490","4490","61.881832122802734","61.881832122802734","61.881832122802734","","","","","","","","","","","","","","","","","","","4490","4490","4490","15.572250366210938","15.572250366210938","15.572250366210938"
"522","4498","4498","4498","61.5711669921875","61.5711669921875","61.5711669921875","","","","","","","","","","","","","","","","","","","4498","4498","4498","15.51533317565918","15.51533317565918","15.51533317565918"
"523","4507","4507","4507","60.262664794921875","60.262664794921875","60.262664794921875","","","","","","","","","","","","","","","","","","","4507","4507","4507","15.260333061218262","15.260333061218262","15.260333061218262"
"524","4515","4515","4515","60.869083404541016","60.869083404541016","60.869083404541016","","","","","","","","","","","","","","","","","","","4515","4515","4515","15.465916633605957","15.465916633605957","15.465916633605957"
"525","4524","4524","4524","61.48550033569336","61.48550033569336","61.48550033569336","","","","","","","","","","","","","","","","","","","4524","4524","4524","15.395916938781738","15.395916938781738","15.395916938781738"
"526","4532","4532","4532","62.027000427246094","62.027000427246094","62.027000427246094","","","","","","","","","","","","","","","","","","","4532","4532","4532","15.580916404724121","15.580916404724121","15.580916404724121"
"527","4541","4541","4541","61.82491683959961","61.82491683959961","61.82491683959961","","","","","","","","","","","","","","","","","","","4541","4541","4541","15.517333030700684","15.517333030700684","15.517333030700684"
"528","4549","4549","4549","61.74924850463867","61.74924850463867","61.74924850463867","","","","","","","","","","","","","","","","","","","4549","4549","4549","15.47933292388916","15.47933292388916","15.47933292388916"
"529","4558","4558","4558","60.88774871826172","60.88774871826172","60.88774871826172","","","","","","","","","","","","","","","","","","","4558","4558","4558","15.566749572753906","15.566749572753906","15.566749572753906"
"530","4567","4567","4567","61.61141586303711","61.61141586303711","61.61141586303711","","","","","","","","","","","","","","","","","","","4567","4567","4567","15.428500175476074","15.428500175476074","15.428500175476074"
"531","4576","4576","4576","60.84783172607422","60.84783172607422","60.84783172607422","","","","","","","","","","","","","","","","","","","4576","4576","4576","15.532333374023438","15.532333374023438","15.532333374023438"
"532","4584","4584","4584","61.510833740234375","61.510833740234375","61.510833740234375","","","","","","","","","","","","","","","","","","","4584","4584","4584","15.61674976348877","15.61674976348877","15.61674976348877"
"533","4593","4593","4593","61.60100173950195","61.60100173950195","61.60100173950195","","","","","","","","","","","","","","","","","","","4593","4593","4593","15.625833511352539","15.625833511352539","15.625833511352539"
"534","4601","4601","4601","61.22100067138672","61.22100067138672","61.22100067138672","","","","","","","","","","","","","","","","","","","4601","4601","4601","15.581000328063965","15.581000328063965","15.581000328063965"
"535","4610","4610","4610","60.74458312988281","60.74458312988281","60.74458312988281","","","","","","","","","","","","","","","","","","","4610","4610","4610","15.505249977111816","15.505249977111816","15.505249977111816"
"536","4618","4618","4618","60.7755012512207","60.7755012512207","60.7755012512207","","","","","","","","","","","","","","","","","","","4618","4618","4618","15.326333045959473","15.326333045959473","15.326333045959473"
"537","4627","4627","4627","61.2938346862793","61.2938346862793","61.2938346862793","","","","","","","","","","","","","","","","","","","4627","4627","4627","15.372333526611328","15.372333526611328","15.372333526611328"
"538","4635","4635","4635","61.02391815185547","61.02391815185547","61.02391815185547","","","","","","","","","","","","","","","","","","","4635","4635","4635","15.583582878112793","15.583582878112793","15.583582878112793"
"539","4644","4644","4644","61.323665618896484","61.323665618896484","61.323665618896484","","","","","","","","","","","","","","","","","","","4644","4644","4644","15.441166877746582","15.441166877746582","15.441166877746582"
"540","4653","4653","4653","61.531166076660156","61.531166076660156","61.531166076660156","","","","","","","","","","","","","","","","","","","4653","4653","4653","15.51866626739502","15.51866626739502","15.51866626739502"
"541","4662","4662","4662","61.37391662597656","61.37391662597656","61.37391662597656","","","","","","","","","","","","","","","","","","","4662","4662","4662","15.451916694641113","15.451916694641113","15.451916694641113"
"542","4670","4670","4670","61.261165618896484","61.261165618896484","61.261165618896484","","","","","","","","","","","","","","","","","","","4670","4670","4670","15.2725830078125","15.2725830078125","15.2725830078125"
"543","4679","4679","4679","61.67808151245117","61.67808151245117","61.67808151245117","","","","","","","","","","","","","","","","","","","4679","4679","4679","15.6135835647583","15.6135835647583","15.6135835647583"
"544","4687","4687","4687","60.74391555786133","60.74391555786133","60.74391555786133","","","","","","","","","","","","","","","","","","","4687","4687","4687","15.579000473022461","15.579000473022461","15.579000473022461"
"545","4696","4696","4696","61.38141632080078","61.38141632080078","61.38141632080078","","","","","","","","","","","","","","","","","","","4696","4696","4696","15.328166961669922","15.328166961669922","15.328166961669922"
"546","4704","4704","4704","61.47174835205078","61.47174835205078","61.47174835205078","","","","","","","","","","","","","","","","","","","4704","4704","4704","15.535083770751953","15.535083770751953","15.535083770751953"
"547","4713","4713","4713","60.90774917602539","60.90774917602539","60.90774917602539","","","","","","","","","","","","","","","","","","","4713","4713","4713","15.58691692352295","15.58691692352295","15.58691692352295"
"548","4721","4721","4721","61.181915283203125","61.181915283203125","61.181915283203125","","","","","","","","","","","","","","","","","","","4721","4721","4721","15.467583656311035","15.467583656311035","15.467583656311035"
"549","4730","4730","4730","61.23933410644531","61.23933410644531","61.23933410644531","","","","","","","","","","","","","","","","","","","4730","4730","4730","15.432499885559082","15.432499885559082","15.432499885559082"
"550","4739","4739","4739","61.9023323059082","61.9023323059082","61.9023323059082","","","","","","","","","","","","","","","","","","","4739","4739","4739","15.575499534606934","15.575499534606934","15.575499534606934"
"551","4748","4748","4748","60.901832580566406","60.901832580566406","60.901832580566406","","","","","","","","","","","","","","","","","","","4748","4748","4748","15.573416709899902","15.573416709899902","15.573416709899902"
"552","4756","4756","4756","61.02975082397461","61.02975082397461","61.02975082397461","","","","","","","","","","","","","","","","","","","4756","4756","4756","15.495499610900879","15.495499610900879","15.495499610900879"
"553","4765","4765","4765","61.279335021972656","61.279335021972656","61.279335021972656","","","","","","","","","","","","","","","","","","","4765","4765","4765","15.633749961853027","15.633749961853027","15.633749961853027"
"554","4773","4773","4773","60.853668212890625","60.853668212890625","60.853668212890625","","","","","","","","","","","","","","","","","","","4773","4773","4773","15.527832984924316","15.527832984924316","15.527832984924316"
"555","4782","4782","4782","61.06266784667969","61.06266784667969","61.06266784667969","","","","","","","","","","","","","","","","","","","4782","4782","4782","15.616499900817871","15.616499900817871","15.616499900817871"
"556","4790","4790","4790","61.39875030517578","61.39875030517578","61.39875030517578","","","","","","","","","","","","","","","","","","","4790","4790","4790","15.428500175476074","15.428500175476074","15.428500175476074"
"557","4799","4799","4799","61.35350036621094","61.35350036621094","61.35350036621094","","","","","","","","","","","","","","","","","","","4799","4799","4799","15.497666358947754","15.497666358947754","15.497666358947754"
"558","4807","4807","4807","61.7019157409668","61.7019157409668","61.7019157409668","","","","","","","","","","","","","","","","","","","4807","4807","4807","15.577750205993652","15.577750205993652","15.577750205993652"
"559","4816","4816","4816","61.43199920654297","61.43199920654297","61.43199920654297","","","","","","","","","","","","","","","","","","","4816","4816","4816","15.58983325958252","15.58983325958252","15.58983325958252"
"560","4825","4825","4825","61.68391799926758","61.68391799926758","61.68391799926758","","","","","","","","","","","","","","","","","","","4825","4825","4825","15.330750465393066","15.330750465393066","15.330750465393066"
"561","4834","4834","4834","61.14274978637695","61.14274978637695","61.14274978637695","","","","","","","","","","","","","","","","","","","4834","4834","4834","15.612333297729492","15.612333297729492","15.612333297729492"
"562","4842","4842","4842","61.44874954223633","61.44874954223633","61.44874954223633","","","","","","","","","","","","","","","","","","","4842","4842","4842","15.5625","15.5625","15.5625"
"563","4851","4851","4851","61.930999755859375","61.930999755859375","61.930999755859375","","","","","","","","","","","","","","","","","","","4851","4851","4851","15.4888334274292","15.4888334274292","15.4888334274292"
"564","4859","4859","4859","61.10449981689453","61.10449981689453","61.10449981689453","","","","","","","","","","","","","","","","","","","4859","4859","4859","15.443499565124512","15.443499565124512","15.443499565124512"
"565","4868","4868","4868","61.662750244140625","61.662750244140625","61.662750244140625","","","","","","","","","","","","","","","","","","","4868","4868","4868","15.495916366577148","15.495916366577148","15.495916366577148"
"566","4876","4876","4876","60.936668395996094","60.936668395996094","60.936668395996094","","","","","","","","","","","","","","","","","","","4876","4876","4876","15.489999771118164","15.489999771118164","15.489999771118164"
"567","4885","4885","4885","61.56425094604492","61.56425094604492","61.56425094604492","","","","","","","","","","","","","","","","","","","4885","4885","4885","15.370833396911621","15.370833396911621","15.370833396911621"
"568","4893","4893","4893","61.79650115966797","61.79650115966797","61.79650115966797","","","","","","","","","","","","","","","","","","","4893","4893","4893","15.484749794006348","15.484749794006348","15.484749794006348"
"569","4902","4902","4902","61.36750030517578","61.36750030517578","61.36750030517578","","","","","","","","","","","","","","","","","","","4902","4902","4902","15.607999801635742","15.607999801635742","15.607999801635742"
"570","4911","4911","4911","61.67283248901367","61.67283248901367","61.67283248901367","","","","","","","","","","","","","","","","","","","4911","4911","4911","15.5086669921875","15.5086669921875","15.5086669921875"
"571","4920","4920","4920","61.78508377075195","61.78508377075195","61.78508377075195","","","","","","","","","","","","","","","","","","","4920","4920","4920","15.542333602905273","15.542333602905273","15.542333602905273"
"572","4928","4928","4928","61.443084716796875","61.443084716796875","61.443084716796875","","","","","","","","","","","","","","","","","","","4928","4928","4928","15.723917007446289","15.723917007446289","15.723917007446289"
"573","4937","4937","4937","61.407833099365234","61.407833099365234","61.407833099365234","","","","","","","","","","","","","","","","","","","4937","4937","4937","15.577750205993652","15.577750205993652","15.577750205993652"
"574","4945","4945","4945","61.59574890136719","61.59574890136719","61.59574890136719","","","","","","","","","","","","","","","","","","","4945","4945","4945","15.452166557312012","15.452166557312012","15.452166557312012"
"575","4954","4954","4954","61.42391586303711","61.42391586303711","61.42391586303711","","","","","","","","","","","","","","","","","","","4954","4954","4954","15.388833045959473","15.388833045959473","15.388833045959473"
"576","4962","4962","4962","61.70258331298828","61.70258331298828","61.70258331298828","","","","","","","","","","","","","","","","","","","4962","4962","4962","15.554750442504883","15.554750442504883","15.554750442504883"
"577","4971","4971","4971","61.62733459472656","61.62733459472656","61.62733459472656","","","","","","","","","","","","","","","","","","","4971","4971","4971","15.54366683959961","15.54366683959961","15.54366683959961"
"578","4979","4979","4979","61.13166809082031","61.13166809082031","61.13166809082031","","","","","","","","","","","","","","","","","","","4979","4979","4979","15.488916397094727","15.488916397094727","15.488916397094727"
"579","4988","4988","4988","61.884918212890625","61.884918212890625","61.884918212890625","","","","","","","","","","","","","","","","","","","4988","4988","4988","15.2586669921875","15.2586669921875","15.2586669921875"
"580","4997","4997","4997","61.56016540527344","61.56016540527344","61.56016540527344","","","","","","","","","","","","","","","","","","","4997","4997","4997","15.473250389099121","15.473250389099121","15.473250389099121"
"581","5006","5006","5006","61.92649841308594","61.92649841308594","61.92649841308594","","","","","","","","","","","","","","","","","","","5006","5006","5006","15.51574993133545","15.51574993133545","15.51574993133545"
"582","5014","5014","5014","61.67866516113281","61.67866516113281","61.67866516113281","","","","","","","","","","","","","","","","","","","5014","5014","5014","15.492500305175781","15.492500305175781","15.492500305175781"
"583","5023","5023","5023","61.487667083740234","61.487667083740234","61.487667083740234","","","","","","","","","","","","","","","","","","","5023","5023","5023","15.443750381469727","15.443750381469727","15.443750381469727"
"584","5031","5031","5031","61.20233154296875","61.20233154296875","61.20233154296875","","","","","","","","","","","","","","","","","","","5031","5031","5031","15.469249725341797","15.469249725341797","15.469249725341797"
"585","5040","5040","5040","61.34225082397461","61.34225082397461","61.34225082397461","","","","","","","","","","","","","","","","","","","5040","5040","5040","15.587916374206543","15.587916374206543","15.587916374206543"
"586","5048","5048","5048","61.94424819946289","61.94424819946289","61.94424819946289","","","","","","","","","","","","","","","","","","","5048","5048","5048","15.404833793640137","15.404833793640137","15.404833793640137"
"587","5057","5057","5057","62.15024948120117","62.15024948120117","62.15024948120117","","","","","","","","","","","","","","","","","","","5057","5057","5057","15.49233341217041","15.49233341217041","15.49233341217041"
"588","5065","5065","5065","61.32491683959961","61.32491683959961","61.32491683959961","","","","","","","","","","","","","","","","","","","5065","5065","5065","15.626999855041504","15.626999855041504","15.626999855041504"
"589","5074","5074","5074","61.240081787109375","61.240081787109375","61.240081787109375","","","","","","","","","","","","","","","","","","","5074","5074","5074","15.613249778747559","15.613249778747559","15.613249778747559"
"590","5083","5083","5083","60.75841522216797","60.75841522216797","60.75841522216797","","","","","","","","","","","","","","","","","","","5083","5083","5083","15.484167098999023","15.484167098999023","15.484167098999023"
"591","5092","5092","5092","60.768001556396484","60.768001556396484","60.768001556396484","","","","","","","","","","","","","","","","","","","5092","5092","5092","15.333749771118164","15.333749771118164","15.333749771118164"
"592","5100","5100","5100","61.26508331298828","61.26508331298828","61.26508331298828","","","","","","","","","","","","","","","","","","","5100","5100","5100","15.428333282470703","15.428333282470703","15.428333282470703"
"593","5109","5109","5109","61.53766632080078","61.53766632080078","61.53766632080078","","","","","","","","","","","","","","","","","","","5109","5109","5109","15.598917007446289","15.598917007446289","15.598917007446289"
"594","5117","5117","5117","61.56700134277344","61.56700134277344","61.56700134277344","","","","","","","","","","","","","","","","","","","5117","5117","5117","15.49625015258789","15.49625015258789","15.49625015258789"
"595","5126","5126","5126","61.31533432006836","61.31533432006836","61.31533432006836","","","","","","","","","","","","","","","","","","","5126","5126","5126","15.340499877929688","15.340499877929688","15.340499877929688"
"596","5134","5134","5134","61.64474868774414","61.64474868774414","61.64474868774414","","","","","","","","","","","","","","","","","","","5134","5134","5134","15.574333190917969","15.574333190917969","15.574333190917969"
"597","5143","5143","5143","61.207584381103516","61.207584381103516","61.207584381103516","","","","","","","","","","","","","","","","","","","5143","5143","5143","15.551583290100098","15.551583290100098","15.551583290100098"
"598","5151","5151","5151","61.08158493041992","61.08158493041992","61.08158493041992","","","","","","","","","","","","","","","","","","","5151","5151","5151","15.422750473022461","15.422750473022461","15.422750473022461"
"599","5160","5160","5160","61.064998626708984","61.064998626708984","61.064998626708984","","","","","","","","","","","","","","","","","","","5160","5160","5160","15.445500373840332","15.445500373840332","15.445500373840332"
"600","5169","5169","5169","61.39158248901367","61.39158248901367","61.39158248901367","","","","","","","","","","","","","","","","","","","5169","5169","5169","15.492166519165039","15.492166519165039","15.492166519165039"
"601","5178","5178","5178","61.80308151245117","61.80308151245117","61.80308151245117","","","","","","","","","","","","","","","","","","","5178","5178","5178","15.56350040435791","15.56350040435791","15.56350040435791"
"602","5186","5186","5186","61.82958221435547","61.82958221435547","61.82958221435547","","","","","","","","","","","","","","","","","","","5186","5186","5186","15.484000205993652","15.484000205993652","15.484000205993652"
"603","5195","5195","5195","61.36066818237305","61.36066818237305","61.36066818237305","","","","","","","","","","","","","","","","","","","5195","5195","5195","15.428083419799805","15.428083419799805","15.428083419799805"
"604","5203","5203","5203","61.78499984741211","61.78499984741211","61.78499984741211","","","","","","","","","","","","","","","","","","","5203","5203","5203","15.406583786010742","15.406583786010742","15.406583786010742"
"605","5212","5212","5212","60.86066818237305","60.86066818237305","60.86066818237305","","","","","","","","","","","","","","","","","","","5212","5212","5212","15.306416511535645","15.306416511535645","15.306416511535645"
"606","5220","5220","5220","61.7274169921875","61.7274169921875","61.7274169921875","","","","","","","","","","","","","","","","","","","5220","5220","5220","15.076749801635742","15.076749801635742","15.076749801635742"
"607","5229","5229","5229","61.4414176940918","61.4414176940918","61.4414176940918","","","","","","","","","","","","","","","","","","","5229","5229","5229","15.502166748046875","15.502166748046875","15.502166748046875"
"608","5237","5237","5237","61.896331787109375","61.896331787109375","61.896331787109375","","","","","","","","","","","","","","","","","","","5237","5237","5237","15.345499992370605","15.345499992370605","15.345499992370605"
"609","5246","5246","5246","61.758750915527344","61.758750915527344","61.758750915527344","","","","","","","","","","","","","","","","","","","5246","5246","5246","15.532833099365234","15.532833099365234","15.532833099365234"
"610","5255","5255","5255","61.49966812133789","61.49966812133789","61.49966812133789","","","","","","","","","","","","","","","","","","","5255","5255","5255","15.610917091369629","15.610917091369629","15.610917091369629"
"611","5264","5264","5264","61.75691604614258","61.75691604614258","61.75691604614258","","","","","","","","","","","","","","","","","","","5264","5264","5264","15.378582954406738","15.378582954406738","15.378582954406738"
"612","5272","5272","5272","61.81916809082031","61.81916809082031","61.81916809082031","","","","","","","","","","","","","","","","","","","5272","5272","5272","15.46875","15.46875","15.46875"
"613","5281","5281","5281","61.54658508300781","61.54658508300781","61.54658508300781","","","","","","","","","","","","","","","","","","","5281","5281","5281","15.4600830078125","15.4600830078125","15.4600830078125"
"614","5289","5289","5289","61.51283264160156","61.51283264160156","61.51283264160156","","","","","","","","","","","","","","","","","","","5289","5289","5289","15.593999862670898","15.593999862670898","15.593999862670898"
"615","5298","5298","5298","62.10941696166992","62.10941696166992","62.10941696166992","","","","","","","","","","","","","","","","","","","5298","5298","5298","15.42508316040039","15.42508316040039","15.42508316040039"
"616","5306","5306","5306","61.88916778564453","61.88916778564453","61.88916778564453","","","","","","","","","","","","","","","","","","","5306","5306","5306","15.405750274658203","15.405750274658203","15.405750274658203"
"617","5315","5315","5315","61.60441589355469","61.60441589355469","61.60441589355469","","","","","","","","","","","","","","","","","","","5315","5315","5315","15.483833312988281","15.483833312988281","15.483833312988281"
"618","5323","5323","5323","61.53333282470703","61.53333282470703","61.53333282470703","","","","","","","","","","","","","","","","","","","5323","5323","5323","15.449250221252441","15.449250221252441","15.449250221252441"
"619","5332","5332","5332","61.86658477783203","61.86658477783203","61.86658477783203","","","","","","","","","","","","","","","","","","","5332","5332","5332","15.584917068481445","15.584917068481445","15.584917068481445"
"620","5341","5341","5341","61.39458465576172","61.39458465576172","61.39458465576172","","","","","","","","","","","","","","","","","","","5341","5341","5341","15.466333389282227","15.466333389282227","15.466333389282227"
"621","5350","5350","5350","61.65658187866211","61.65658187866211","61.65658187866211","","","","","","","","","","","","","","","","","","","5350","5350","5350","15.581000328063965","15.581000328063965","15.581000328063965"
"622","5358","5358","5358","61.44966506958008","61.44966506958008","61.44966506958008","","","","","","","","","","","","","","","","","","","5358","5358","5358","15.328166961669922","15.328166961669922","15.328166961669922"
"623","5367","5367","5367","61.675750732421875","61.675750732421875","61.675750732421875","","","","","","","","","","","","","","","","","","","5367","5367","5367","15.558917045593262","15.558917045593262","15.558917045593262"
"624","5375","5375","5375","61.98991775512695","61.98991775512695","61.98991775512695","","","","","","","","","","","","","","","","","","","5375","5375","5375","15.60433292388916","15.60433292388916","15.60433292388916"
"625","5384","5384","5384","61.89950180053711","61.89950180053711","61.89950180053711","","","","","","","","","","","","","","","","","","","5384","5384","5384","15.559499740600586","15.559499740600586","15.559499740600586"
"626","5392","5392","5392","61.685916900634766","61.685916900634766","61.685916900634766","","","","","","","","","","","","","","","","","","","5392","5392","5392","15.413416862487793","15.413416862487793","15.413416862487793"
"627","5401","5401","5401","61.4275016784668","61.4275016784668","61.4275016784668","","","","","","","","","","","","","","","","","","","5401","5401","5401","15.620833396911621","15.620833396911621","15.620833396911621"
"628","5409","5409","5409","61.52333450317383","61.52333450317383","61.52333450317383","","","","","","","","","","","","","","","","","","","5409","5409","5409","15.498916625976562","15.498916625976562","15.498916625976562"
"629","5418","5418","5418","61.70024871826172","61.70024871826172","61.70024871826172","","","","","","","","","","","","","","","","","","","5418","5418","5418","15.407583236694336","15.407583236694336","15.407583236694336"
"630","5427","5427","5427","61.838417053222656","61.838417053222656","61.838417053222656","","","","","","","","","","","","","","","","","","","5427","5427","5427","15.467666625976562","15.467666625976562","15.467666625976562"
"631","5436","5436","5436","61.48008346557617","61.48008346557617","61.48008346557617","","","","","","","","","","","","","","","","","","","5436","5436","5436","15.515999794006348","15.515999794006348","15.515999794006348"
"632","5444","5444","5444","61.70783233642578","61.70783233642578","61.70783233642578","","","","","","","","","","","","","","","","","","","5444","5444","5444","15.588166236877441","15.588166236877441","15.588166236877441"
"633","5453","5453","5453","61.80008316040039","61.80008316040039","61.80008316040039","","","","","","","","","","","","","","","","","","","5453","5453","5453","15.533666610717773","15.533666610717773","15.533666610717773"
"634","5461","5461","5461","61.87858200073242","61.87858200073242","61.87858200073242","","","","","","","","","","","","","","","","","","","5461","5461","5461","15.303583145141602","15.303583145141602","15.303583145141602"
"635","5470","5470","5470","61.932498931884766","61.932498931884766","61.932498931884766","","","","","","","","","","","","","","","","","","","5470","5470","5470","15.540249824523926","15.540249824523926","15.540249824523926"
"636","5478","5478","5478","61.7999153137207","61.7999153137207","61.7999153137207","","","","","","","","","","","","","","","","","","","5478","5478","5478","15.53166675567627","15.53166675567627","15.53166675567627"
"637","5487","5487","5487","61.736751556396484","61.736751556396484","61.736751556396484","","","","","","","","","","","","","","","","","","","5487","5487","5487","15.498083114624023","15.498083114624023","15.498083114624023"
"638","5495","5495","5495","62.07566833496094","62.07566833496094","62.07566833496094","","","","","","","","","","","","","","","","","","","5495","5495","5495","15.549666404724121","15.549666404724121","15.549666404724121"
"639","5504","5504","5504","61.36516571044922","61.36516571044922","61.36516571044922","","","","","","","","","","","","","","","","","","","5504","5504","5504","15.508916854858398","15.508916854858398","15.508916854858398"
"640","5513","5513","5513","61.42216491699219","61.42216491699219","61.42216491699219","","","","","","","","","","","","","","","","","","","5513","5513","5513","15.621582984924316","15.621582984924316","15.621582984924316"
"641","5522","5522","5522","61.93516540527344","61.93516540527344","61.93516540527344","","","","","","","","","","","","","","","","","","","5522","5522","5522","15.392083168029785","15.392083168029785","15.392083168029785"
"642","5530","5530","5530","61.431331634521484","61.431331634521484","61.431331634521484","","","","","","","","","","","","","","","","","","","5530","5530","5530","15.495833396911621","15.495833396911621","15.495833396911621"
"643","5539","5539","5539","61.57808303833008","61.57808303833008","61.57808303833008","","","","","","","","","","","","","","","","","","","5539","5539","5539","15.592082977294922","15.592082977294922","15.592082977294922"
"644","5547","5547","5547","61.653831481933594","61.653831481933594","61.653831481933594","","","","","","","","","","","","","","","","","","","5547","5547","5547","15.559833526611328","15.559833526611328","15.559833526611328"
"645","5556","5556","5556","61.57699966430664","61.57699966430664","61.57699966430664","","","","","","","","","","","","","","","","","","","5556","5556","5556","15.631500244140625","15.631500244140625","15.631500244140625"
"646","5564","5564","5564","61.16108322143555","61.16108322143555","61.16108322143555","","","","","","","","","","","","","","","","","","","5564","5564","5564","15.379500389099121","15.379500389099121","15.379500389099121"
"647","5573","5573","5573","62.01108169555664","62.01108169555664","62.01108169555664","","","","","","","","","","","","","","","","","","","5573","5573","5573","15.526749610900879","15.526749610900879","15.526749610900879"
"648","5581","5581","5581","60.85008239746094","60.85008239746094","60.85008239746094","","","","","","","","","","","","","","","","","","","5581","5581","5581","15.62833309173584","15.62833309173584","15.62833309173584"
"649","5590","5590","5590","61.45933151245117","61.45933151245117","61.45933151245117","","","","","","","","","","","","","","","","","","","5590","5590","5590","15.555000305175781","15.555000305175781","15.555000305175781"
"650","5599","5599","5599","61.948081970214844","61.948081970214844","61.948081970214844","","","","","","","","","","","","","","","","","","","5599","5599","5599","15.652999877929688","15.652999877929688","15.652999877929688"
"651","5608","5608","5608","61.59524917602539","61.59524917602539","61.59524917602539","","","","","","","","","","","","","","","","","","","5608","5608","5608","15.368416786193848","15.368416786193848","15.368416786193848"
"652","5616","5616","5616","61.59983444213867","61.59983444213867","61.59983444213867","","","","","","","","","","","","","","","","","","","5616","5616","5616","15.588833808898926","15.588833808898926","15.588833808898926"
"653","5625","5625","5625","61.8345832824707","61.8345832824707","61.8345832824707","","","","","","","","","","","","","","","","","","","5625","5625","5625","15.472999572753906","15.472999572753906","15.472999572753906"
"654","5633","5633","5633","61.31041717529297","61.31041717529297","61.31041717529297","","","","","","","","","","","","","","","","","","","5633","5633","5633","15.604166984558105","15.604166984558105","15.604166984558105"
"655","5642","5642","5642","62.10625076293945","62.10625076293945","62.10625076293945","","","","","","","","","","","","","","","","","","","5642","5642","5642","15.323833465576172","15.323833465576172","15.323833465576172"
"656","5650","5650","5650","62.1331672668457","62.1331672668457","62.1331672668457","","","","","","","","","","","","","","","","","","","5650","5650","5650","15.494500160217285","15.494500160217285","15.494500160217285"
"657","5659","5659","5659","61.40458297729492","61.40458297729492","61.40458297729492","","","","","","","","","","","","","","","","","","","5659","5659","5659","15.606416702270508","15.606416702270508","15.606416702270508"
"658","5667","5667","5667","62.041500091552734","62.041500091552734","62.041500091552734","","","","","","","","","","","","","","","","","","","5667","5667","5667","15.57450008392334","15.57450008392334","15.57450008392334"
"659","5676","5676","5676","61.6730842590332","61.6730842590332","61.6730842590332","","","","","","","","","","","","","","","","","","","5676","5676","5676","15.54224967956543","15.54224967956543","15.54224967956543"
"660","5685","5685","5685","62.14025115966797","62.14025115966797","62.14025115966797","","","","","","","","","","","","","","","","","","","5685","5685","5685","15.373833656311035","15.373833656311035","15.373833656311035"
"661","5694","5694","5694","61.798831939697266","61.798831939697266","61.798831939697266","","","","","","","","","","","","","","","","","","","5694","5694","5694","15.580750465393066","15.580750465393066","15.580750465393066"
"662","5702","5702","5702","62.232418060302734","62.232418060302734","62.232418060302734","","","","","","","","","","","","","","","","","","","5702","5702","5702","15.56624984741211","15.56624984741211","15.56624984741211"
"663","5711","5711","5711","61.428916931152344","61.428916931152344","61.428916931152344","","","","","","","","","","","","","","","","","","","5711","5711","5711","15.483333587646484","15.483333587646484","15.483333587646484"
