"epoch","l64 - _step","l64 - _step__MIN","l64 - _step__MAX","l64 - val_loss","l64 - val_loss__MIN","l64 - val_loss__MAX","l128 - _step","l128 - _step__MIN","l128 - _step__MAX","l128 - val_loss","l128 - val_loss__MIN","l128 - val_loss__MAX","l8 - _step","l8 - _step__MIN","l8 - _step__MAX","l8 - val_loss","l8 - val_loss__MIN","l8 - val_loss__MAX","l32 - _step","l32 - _step__MIN","l32 - _step__MAX","l32 - val_loss","l32 - val_loss__MIN","l32 - val_loss__MAX","l16 - _step","l16 - _step__MIN","l16 - _step__MAX","l16 - val_loss","l16 - val_loss__MIN","l16 - val_loss__MAX"
"17","155","155","155","0.08718949556350708","0.08718949556350708","0.08718949556350708","155","155","155","0.07401103526353836","0.07401103526353836","0.07401103526353836","155","155","155","0.08118395507335663","0.08118395507335663","0.08118395507335663","155","155","155","0.08371597528457642","0.08371597528457642","0.08371597528457642","155","155","155","0.07216869294643402","0.07216869294643402","0.07216869294643402"
"18","163","163","163","0.0846710205078125","0.0846710205078125","0.0846710205078125","163","163","163","0.07221533358097076","0.07221533358097076","0.07221533358097076","163","163","163","0.0767369270324707","0.0767369270324707","0.0767369270324707","163","163","163","0.08279596269130707","0.08279596269130707","0.08279596269130707","163","163","163","0.06891116499900818","0.06891116499900818","0.06891116499900818"
"19","172","172","172","0.08294818550348282","0.08294818550348282","0.08294818550348282","172","172","172","0.07048879563808441","0.07048879563808441","0.07048879563808441","172","172","172","0.07348740845918655","0.07348740845918655","0.07348740845918655","172","172","172","0.08129065483808517","0.08129065483808517","0.08129065483808517","172","172","172","0.06639435142278671","0.06639435142278671","0.06639435142278671"
"20","181","181","181","0.08011432737112045","0.08011432737112045","0.08011432737112045","181","181","181","0.06907457113265991","0.06907457113265991","0.06907457113265991","181","181","181","0.07283225655555725","0.07283225655555725","0.07283225655555725","181","181","181","0.08058162778615952","0.08058162778615952","0.08058162778615952","181","181","181","0.06406103074550629","0.06406103074550629","0.06406103074550629"
"21","190","190","190","0.07635823637247086","0.07635823637247086","0.07635823637247086","190","190","190","0.06883528083562851","0.06883528083562851","0.06883528083562851","190","190","190","0.07198555767536163","0.07198555767536163","0.07198555767536163","190","190","190","0.07880853116512299","0.07880853116512299","0.07880853116512299","190","190","190","0.06148194521665573","0.06148194521665573","0.06148194521665573"
"22","198","198","198","0.07359936833381653","0.07359936833381653","0.07359936833381653","198","198","198","0.06628323346376419","0.06628323346376419","0.06628323346376419","198","198","198","0.06932365149259567","0.06932365149259567","0.06932365149259567","198","198","198","0.0755114033818245","0.0755114033818245","0.0755114033818245","198","198","198","0.059630151838064194","0.059630151838064194","0.059630151838064194"
"23","207","207","207","0.07157400995492935","0.07157400995492935","0.07157400995492935","207","207","207","0.06439279019832611","0.06439279019832611","0.06439279019832611","207","207","207","0.06700551509857178","0.06700551509857178","0.06700551509857178","207","207","207","0.07453444600105286","0.07453444600105286","0.07453444600105286","207","207","207","0.0577651783823967","0.0577651783823967","0.0577651783823967"
"24","215","215","215","0.06822860240936279","0.06822860240936279","0.06822860240936279","215","215","215","0.062393248081207275","0.062393248081207275","0.062393248081207275","215","215","215","0.06560487300157547","0.06560487300157547","0.06560487300157547","215","215","215","0.07146884500980377","0.07146884500980377","0.07146884500980377","215","215","215","0.056447017937898636","0.056447017937898636","0.056447017937898636"
"25","224","224","224","0.06618543714284897","0.06618543714284897","0.06618543714284897","224","224","224","0.06191086769104004","0.06191086769104004","0.06191086769104004","224","224","224","0.06517835706472397","0.06517835706472397","0.06517835706472397","224","224","224","0.06948906183242798","0.06948906183242798","0.06948906183242798","224","224","224","0.055985286831855774","0.055985286831855774","0.055985286831855774"
"26","232","232","232","0.06492654234170914","0.06492654234170914","0.06492654234170914","232","232","232","0.059531208127737045","0.059531208127737045","0.059531208127737045","232","232","232","0.06424913555383682","0.06424913555383682","0.06424913555383682","232","232","232","0.06797026842832565","0.06797026842832565","0.06797026842832565","232","232","232","0.057876598089933395","0.057876598089933395","0.057876598089933395"
"27","241","241","241","0.06799371540546417","0.06799371540546417","0.06799371540546417","241","241","241","0.05750478431582451","0.05750478431582451","0.05750478431582451","241","241","241","0.0626840814948082","0.0626840814948082","0.0626840814948082","241","241","241","0.0654117614030838","0.0654117614030838","0.0654117614030838","241","241","241","0.06116668879985809","0.06116668879985809","0.06116668879985809"
"28","249","249","249","0.06120281293988228","0.06120281293988228","0.06120281293988228","249","249","249","0.057001810520887375","0.057001810520887375","0.057001810520887375","249","249","249","0.06290896236896515","0.06290896236896515","0.06290896236896515","249","249","249","0.06329941004514694","0.06329941004514694","0.06329941004514694","249","249","249","0.061197616159915924","0.061197616159915924","0.061197616159915924"
"29","258","258","258","0.059021592140197754","0.059021592140197754","0.059021592140197754","258","258","258","0.056056417524814606","0.056056417524814606","0.056056417524814606","258","258","258","0.062459178268909454","0.062459178268909454","0.062459178268909454","258","258","258","0.06218105927109718","0.06218105927109718","0.06218105927109718","258","258","258","0.06250473856925964","0.06250473856925964","0.06250473856925964"
"30","267","267","267","0.05822945013642311","0.05822945013642311","0.05822945013642311","267","267","267","0.05519534647464752","0.05519534647464752","0.05519534647464752","267","267","267","0.06089751049876213","0.06089751049876213","0.06089751049876213","267","267","267","0.06154339015483856","0.06154339015483856","0.06154339015483856","267","267","267","0.05701031908392906","0.05701031908392906","0.05701031908392906"
"31","276","276","276","0.0558856725692749","0.0558856725692749","0.0558856725692749","276","276","276","0.05359628424048424","0.05359628424048424","0.05359628424048424","276","276","276","0.06009100005030632","0.06009100005030632","0.06009100005030632","276","276","276","0.058566875755786896","0.058566875755786896","0.058566875755786896","276","276","276","0.05514213442802429","0.05514213442802429","0.05514213442802429"
"32","284","284","284","0.05432543903589249","0.05432543903589249","0.05432543903589249","284","284","284","0.05306567996740341","0.05306567996740341","0.05306567996740341","284","284","284","0.06026045233011246","0.06026045233011246","0.06026045233011246","284","284","284","0.05774826928973198","0.05774826928973198","0.05774826928973198","284","284","284","0.05555417016148567","0.05555417016148567","0.05555417016148567"
"33","293","293","293","0.053500667214393616","0.053500667214393616","0.053500667214393616","293","293","293","0.05200055614113808","0.05200055614113808","0.05200055614113808","293","293","293","0.058699361979961395","0.058699361979961395","0.058699361979961395","293","293","293","0.05569510534405708","0.05569510534405708","0.05569510534405708","293","293","293","0.0540274977684021","0.0540274977684021","0.0540274977684021"
"34","301","301","301","0.05164682865142822","0.05164682865142822","0.05164682865142822","301","301","301","0.05233068764209747","0.05233068764209747","0.05233068764209747","301","301","301","0.058930929750204086","0.058930929750204086","0.058930929750204086","301","301","301","0.054158080369234085","0.054158080369234085","0.054158080369234085","301","301","301","0.05306955426931381","0.05306955426931381","0.05306955426931381"
"35","310","310","310","0.0507318489253521","0.0507318489253521","0.0507318489253521","310","310","310","0.05026344954967499","0.05026344954967499","0.05026344954967499","310","310","310","0.059415027499198914","0.059415027499198914","0.059415027499198914","310","310","310","0.05256713181734085","0.05256713181734085","0.05256713181734085","310","310","310","0.05115927755832672","0.05115927755832672","0.05115927755832672"
"36","318","318","318","0.05009841546416283","0.05009841546416283","0.05009841546416283","318","318","318","0.0500335730612278","0.0500335730612278","0.0500335730612278","318","318","318","0.058842942118644714","0.058842942118644714","0.058842942118644714","318","318","318","0.05208859220147133","0.05208859220147133","0.05208859220147133","318","318","318","0.05067320913076401","0.05067320913076401","0.05067320913076401"
"37","327","327","327","0.04999583587050438","0.04999583587050438","0.04999583587050438","327","327","327","0.0492093451321125","0.0492093451321125","0.0492093451321125","327","327","327","0.05690808594226837","0.05690808594226837","0.05690808594226837","327","327","327","0.05084790661931038","0.05084790661931038","0.05084790661931038","327","327","327","0.049269821494817734","0.049269821494817734","0.049269821494817734"
"38","335","335","335","0.048566244542598724","0.048566244542598724","0.048566244542598724","335","335","335","0.06267348676919937","0.06267348676919937","0.06267348676919937","335","335","335","0.057954248040914536","0.057954248040914536","0.057954248040914536","335","335","335","0.05021986737847328","0.05021986737847328","0.05021986737847328","335","335","335","0.04834465682506561","0.04834465682506561","0.04834465682506561"
"39","344","344","344","0.04729699715971947","0.04729699715971947","0.04729699715971947","344","344","344","0.04958687722682953","0.04958687722682953","0.04958687722682953","344","344","344","0.05765537917613983","0.05765537917613983","0.05765537917613983","344","344","344","0.0477057583630085","0.0477057583630085","0.0477057583630085","344","344","344","0.04808809980750084","0.04808809980750084","0.04808809980750084"
"40","353","353","353","0.045674122869968414","0.045674122869968414","0.045674122869968414","353","353","353","0.04822792485356331","0.04822792485356331","0.04822792485356331","353","353","353","0.05830228328704834","0.05830228328704834","0.05830228328704834","353","353","353","0.047463998198509216","0.047463998198509216","0.047463998198509216","353","353","353","0.046799495816230774","0.046799495816230774","0.046799495816230774"
"41","362","362","362","0.04538819193840027","0.04538819193840027","0.04538819193840027","362","362","362","0.048842351883649826","0.048842351883649826","0.048842351883649826","362","362","362","0.05880795791745186","0.05880795791745186","0.05880795791745186","362","362","362","0.0466182641685009","0.0466182641685009","0.0466182641685009","362","362","362","0.05520780012011528","0.05520780012011528","0.05520780012011528"
"42","370","370","370","0.044247183948755264","0.044247183948755264","0.044247183948755264","370","370","370","0.04844139516353607","0.04844139516353607","0.04844139516353607","370","370","370","0.056403931230306625","0.056403931230306625","0.056403931230306625","370","370","370","0.04570508748292923","0.04570508748292923","0.04570508748292923","370","370","370","0.045672912150621414","0.045672912150621414","0.045672912150621414"
"43","379","379","379","0.04416727274656296","0.04416727274656296","0.04416727274656296","379","379","379","0.047467250376939774","0.047467250376939774","0.047467250376939774","379","379","379","0.055722665041685104","0.055722665041685104","0.055722665041685104","379","379","379","0.04524858668446541","0.04524858668446541","0.04524858668446541","379","379","379","0.04551833122968674","0.04551833122968674","0.04551833122968674"
"44","387","387","387","0.04339122399687767","0.04339122399687767","0.04339122399687767","387","387","387","0.047804661095142365","0.047804661095142365","0.047804661095142365","387","387","387","0.0584275908768177","0.0584275908768177","0.0584275908768177","387","387","387","0.04469577595591545","0.04469577595591545","0.04469577595591545","387","387","387","0.04490600526332855","0.04490600526332855","0.04490600526332855"
"45","396","396","396","0.04247186332941055","0.04247186332941055","0.04247186332941055","396","396","396","0.04687869921326637","0.04687869921326637","0.04687869921326637","396","396","396","0.05600830167531967","0.05600830167531967","0.05600830167531967","396","396","396","0.043948497623205185","0.043948497623205185","0.043948497623205185","396","396","396","0.04375157132744789","0.04375157132744789","0.04375157132744789"
"46","404","404","404","0.041486095637083054","0.041486095637083054","0.041486095637083054","404","404","404","0.04726601019501686","0.04726601019501686","0.04726601019501686","404","404","404","0.055462274700403214","0.055462274700403214","0.055462274700403214","404","404","404","0.044083695858716965","0.044083695858716965","0.044083695858716965","404","404","404","0.044027093797922134","0.044027093797922134","0.044027093797922134"
"47","413","413","413","0.05108106881380081","0.05108106881380081","0.05108106881380081","413","413","413","0.04717162996530533","0.04717162996530533","0.04717162996530533","413","413","413","0.05505698546767235","0.05505698546767235","0.05505698546767235","413","413","413","0.0428902730345726","0.0428902730345726","0.0428902730345726","413","413","413","0.043009497225284576","0.043009497225284576","0.043009497225284576"
"48","421","421","421","0.040027543902397156","0.040027543902397156","0.040027543902397156","421","421","421","0.04630464315414429","0.04630464315414429","0.04630464315414429","421","421","421","0.05495466664433479","0.05495466664433479","0.05495466664433479","421","421","421","0.042514197528362274","0.042514197528362274","0.042514197528362274","421","421","421","0.04218292981386185","0.04218292981386185","0.04218292981386185"
"49","430","430","430","0.040582869201898575","0.040582869201898575","0.040582869201898575","430","430","430","0.046320196241140366","0.046320196241140366","0.046320196241140366","430","430","430","0.053781744092702866","0.053781744092702866","0.053781744092702866","430","430","430","0.04198821634054184","0.04198821634054184","0.04198821634054184","430","430","430","0.04156338796019554","0.04156338796019554","0.04156338796019554"
"50","439","439","439","0.04005800560116768","0.04005800560116768","0.04005800560116768","439","439","439","0.045322928577661514","0.045322928577661514","0.045322928577661514","439","439","439","0.054540589451789856","0.054540589451789856","0.054540589451789856","439","439","439","0.04176538437604904","0.04176538437604904","0.04176538437604904","439","439","439","0.041852451860904694","0.041852451860904694","0.041852451860904694"
"51","448","448","448","0.039374690502882004","0.039374690502882004","0.039374690502882004","448","448","448","0.04512043669819832","0.04512043669819832","0.04512043669819832","448","448","448","0.05403518304228783","0.05403518304228783","0.05403518304228783","448","448","448","0.04117065295577049","0.04117065295577049","0.04117065295577049","448","448","448","0.041976671665906906","0.041976671665906906","0.041976671665906906"
"52","456","456","456","0.03882399946451187","0.03882399946451187","0.03882399946451187","456","456","456","0.046956248581409454","0.046956248581409454","0.046956248581409454","456","456","456","0.053469765931367874","0.053469765931367874","0.053469765931367874","456","456","456","0.04111834615468979","0.04111834615468979","0.04111834615468979","456","456","456","0.04122287034988403","0.04122287034988403","0.04122287034988403"
"53","465","465","465","0.038238395005464554","0.038238395005464554","0.038238395005464554","465","465","465","0.04414382949471474","0.04414382949471474","0.04414382949471474","465","465","465","0.0532023124396801","0.0532023124396801","0.0532023124396801","465","465","465","0.04198050498962402","0.04198050498962402","0.04198050498962402","465","465","465","0.04052501916885376","0.04052501916885376","0.04052501916885376"
"54","473","473","473","0.037645578384399414","0.037645578384399414","0.037645578384399414","473","473","473","0.043682362884283066","0.043682362884283066","0.043682362884283066","473","473","473","0.05351729691028595","0.05351729691028595","0.05351729691028595","473","473","473","0.04165791720151901","0.04165791720151901","0.04165791720151901","473","473","473","0.03998545557260513","0.03998545557260513","0.03998545557260513"
"55","482","482","482","0.03746841102838516","0.03746841102838516","0.03746841102838516","482","482","482","0.04327338561415672","0.04327338561415672","0.04327338561415672","482","482","482","0.052468929439783096","0.052468929439783096","0.052468929439783096","482","482","482","0.04181882366538048","0.04181882366538048","0.04181882366538048","482","482","482","0.053057339042425156","0.053057339042425156","0.053057339042425156"
"56","490","490","490","0.037059031426906586","0.037059031426906586","0.037059031426906586","490","490","490","0.043138254433870316","0.043138254433870316","0.043138254433870316","490","490","490","0.054003480821847916","0.054003480821847916","0.054003480821847916","490","490","490","0.07893646508455276","0.07893646508455276","0.07893646508455276","490","490","490","0.03916054219007492","0.03916054219007492","0.03916054219007492"
"57","499","499","499","0.03674118593335152","0.03674118593335152","0.03674118593335152","499","499","499","0.04281024634838104","0.04281024634838104","0.04281024634838104","499","499","499","0.05484572798013687","0.05484572798013687","0.05484572798013687","499","499","499","0.04002821445465088","0.04002821445465088","0.04002821445465088","499","499","499","0.03897316753864288","0.03897316753864288","0.03897316753864288"
"58","507","507","507","0.036675404757261276","0.036675404757261276","0.036675404757261276","507","507","507","0.041874371469020844","0.041874371469020844","0.041874371469020844","507","507","507","0.05364454537630081","0.05364454537630081","0.05364454537630081","507","507","507","0.039862457662820816","0.039862457662820816","0.039862457662820816","507","507","507","0.03897722810506821","0.03897722810506821","0.03897722810506821"
"59","516","516","516","0.0360906720161438","0.0360906720161438","0.0360906720161438","516","516","516","0.04388608783483505","0.04388608783483505","0.04388608783483505","516","516","516","0.052314747124910355","0.052314747124910355","0.052314747124910355","516","516","516","0.03957866504788399","0.03957866504788399","0.03957866504788399","516","516","516","0.03855661675333977","0.03855661675333977","0.03855661675333977"
"60","525","525","525","0.03625006228685379","0.03625006228685379","0.03625006228685379","525","525","525","0.041563406586647034","0.041563406586647034","0.041563406586647034","525","525","525","0.05206623300909996","0.05206623300909996","0.05206623300909996","525","525","525","0.03933008760213852","0.03933008760213852","0.03933008760213852","525","525","525","0.03805996850132942","0.03805996850132942","0.03805996850132942"
"61","534","534","534","0.03555794432759285","0.03555794432759285","0.03555794432759285","534","534","534","0.04097878187894821","0.04097878187894821","0.04097878187894821","534","534","534","0.05217542499303818","0.05217542499303818","0.05217542499303818","534","534","534","0.04005766659975052","0.04005766659975052","0.04005766659975052","534","534","534","0.037380971014499664","0.037380971014499664","0.037380971014499664"
"62","542","542","542","0.03521944582462311","0.03521944582462311","0.03521944582462311","542","542","542","0.04058820754289627","0.04058820754289627","0.04058820754289627","542","542","542","0.05138251930475235","0.05138251930475235","0.05138251930475235","542","542","542","0.040552254766225815","0.040552254766225815","0.040552254766225815","542","542","542","0.03725608065724373","0.03725608065724373","0.03725608065724373"
"63","551","551","551","0.034848038107156754","0.034848038107156754","0.034848038107156754","551","551","551","0.040061622858047485","0.040061622858047485","0.040061622858047485","551","551","551","0.05212562158703804","0.05212562158703804","0.05212562158703804","551","551","551","0.039593856781721115","0.039593856781721115","0.039593856781721115","551","551","551","0.036979664117097855","0.036979664117097855","0.036979664117097855"
"64","559","559","559","0.03549376502633095","0.03549376502633095","0.03549376502633095","559","559","559","0.039708517491817474","0.039708517491817474","0.039708517491817474","559","559","559","0.05139704793691635","0.05139704793691635","0.05139704793691635","559","559","559","0.03864459693431854","0.03864459693431854","0.03864459693431854","559","559","559","0.03662567213177681","0.03662567213177681","0.03662567213177681"
"65","568","568","568","0.034941982477903366","0.034941982477903366","0.034941982477903366","568","568","568","0.03940855711698532","0.03940855711698532","0.03940855711698532","568","568","568","0.05165889486670494","0.05165889486670494","0.05165889486670494","568","568","568","0.03988417983055115","0.03988417983055115","0.03988417983055115","568","568","568","0.03660692274570465","0.03660692274570465","0.03660692274570465"
"66","576","576","576","0.034105055034160614","0.034105055034160614","0.034105055034160614","576","576","576","0.038839079439640045","0.038839079439640045","0.038839079439640045","576","576","576","0.0514845997095108","0.0514845997095108","0.0514845997095108","576","576","576","0.04092273861169815","0.04092273861169815","0.04092273861169815","576","576","576","0.0362899973988533","0.0362899973988533","0.0362899973988533"
"67","585","585","585","0.03375880792737007","0.03375880792737007","0.03375880792737007","585","585","585","0.03879864886403084","0.03879864886403084","0.03879864886403084","585","585","585","0.051891107112169266","0.051891107112169266","0.051891107112169266","585","585","585","0.039150137454271317","0.039150137454271317","0.039150137454271317","585","585","585","0.03621640056371689","0.03621640056371689","0.03621640056371689"
"68","593","593","593","0.03353232145309448","0.03353232145309448","0.03353232145309448","593","593","593","0.03822506591677666","0.03822506591677666","0.03822506591677666","593","593","593","0.05110793188214302","0.05110793188214302","0.05110793188214302","593","593","593","0.03941871225833893","0.03941871225833893","0.03941871225833893","593","593","593","0.03574535995721817","0.03574535995721817","0.03574535995721817"
"69","602","602","602","0.03339790925383568","0.03339790925383568","0.03339790925383568","602","602","602","0.037429749965667725","0.037429749965667725","0.037429749965667725","602","602","602","0.05173962563276291","0.05173962563276291","0.05173962563276291","602","602","602","0.03903499245643616","0.03903499245643616","0.03903499245643616","602","602","602","0.03565071523189545","0.03565071523189545","0.03565071523189545"
"70","611","611","611","0.03282884508371353","0.03282884508371353","0.03282884508371353","611","611","611","0.03810751438140869","0.03810751438140869","0.03810751438140869","611","611","611","0.05157402902841568","0.05157402902841568","0.05157402902841568","611","611","611","0.03906964510679245","0.03906964510679245","0.03906964510679245","611","611","611","0.0352671854197979","0.0352671854197979","0.0352671854197979"
"71","620","620","620","0.03300308436155319","0.03300308436155319","0.03300308436155319","620","620","620","0.05375315994024277","0.05375315994024277","0.05375315994024277","620","620","620","0.05141685903072357","0.05141685903072357","0.05141685903072357","620","620","620","0.039799124002456665","0.039799124002456665","0.039799124002456665","620","620","620","0.03596342355012894","0.03596342355012894","0.03596342355012894"
"72","628","628","628","0.03262704983353615","0.03262704983353615","0.03262704983353615","628","628","628","0.036669932305812836","0.036669932305812836","0.036669932305812836","628","628","628","0.0509263351559639","0.0509263351559639","0.0509263351559639","628","628","628","0.03985059633851051","0.03985059633851051","0.03985059633851051","628","628","628","0.03537270426750183","0.03537270426750183","0.03537270426750183"
"73","637","637","637","0.03253033012151718","0.03253033012151718","0.03253033012151718","637","637","637","0.03677533566951752","0.03677533566951752","0.03677533566951752","637","637","637","0.05089542642235756","0.05089542642235756","0.05089542642235756","637","637","637","0.038881815969944","0.038881815969944","0.038881815969944","637","637","637","0.035180456936359406","0.035180456936359406","0.035180456936359406"
"74","645","645","645","0.032133471220731735","0.032133471220731735","0.032133471220731735","645","645","645","0.03673703595995903","0.03673703595995903","0.03673703595995903","645","645","645","0.0500691793859005","0.0500691793859005","0.0500691793859005","645","645","645","0.039849862456321716","0.039849862456321716","0.039849862456321716","645","645","645","0.03514273092150688","0.03514273092150688","0.03514273092150688"
"75","654","654","654","0.03178560733795166","0.03178560733795166","0.03178560733795166","654","654","654","0.0360717736184597","0.0360717736184597","0.0360717736184597","654","654","654","0.05107574909925461","0.05107574909925461","0.05107574909925461","654","654","654","0.03927205875515938","0.03927205875515938","0.03927205875515938","654","654","654","0.03532293066382408","0.03532293066382408","0.03532293066382408"
"76","662","662","662","0.031688541173934937","0.031688541173934937","0.031688541173934937","662","662","662","0.037255410104990005","0.037255410104990005","0.037255410104990005","662","662","662","0.05122450366616249","0.05122450366616249","0.05122450366616249","662","662","662","0.038613539189100266","0.038613539189100266","0.038613539189100266","662","662","662","0.035069361329078674","0.035069361329078674","0.035069361329078674"
"77","671","671","671","0.0316055566072464","0.0316055566072464","0.0316055566072464","671","671","671","0.03648599609732628","0.03648599609732628","0.03648599609732628","671","671","671","0.050710275769233704","0.050710275769233704","0.050710275769233704","671","671","671","0.03978094831109047","0.03978094831109047","0.03978094831109047","671","671","671","0.034641947597265244","0.034641947597265244","0.034641947597265244"
"78","679","679","679","0.03133651986718178","0.03133651986718178","0.03133651986718178","679","679","679","0.0355173721909523","0.0355173721909523","0.0355173721909523","679","679","679","0.05019110441207886","0.05019110441207886","0.05019110441207886","679","679","679","0.04011474922299385","0.04011474922299385","0.04011474922299385","679","679","679","0.03426731750369072","0.03426731750369072","0.03426731750369072"
