"epoch","l64 - _step","l64 - _step__MIN","l64 - _step__MAX","l64 - val_loss","l64 - val_loss__MIN","l64 - val_loss__MAX","l128 - _step","l128 - _step__MIN","l128 - _step__MAX","l128 - val_loss","l128 - val_loss__MIN","l128 - val_loss__MAX","l8 - _step","l8 - _step__MIN","l8 - _step__MAX","l8 - val_loss","l8 - val_loss__MIN","l8 - val_loss__MAX","l32 - _step","l32 - _step__MIN","l32 - _step__MAX","l32 - val_loss","l32 - val_loss__MIN","l32 - val_loss__MAX","l16 - _step","l16 - _step__MIN","l16 - _step__MAX","l16 - val_loss","l16 - val_loss__MIN","l16 - val_loss__MAX"
"223","1927","1927","1927","0.021931055933237076","0.021931055933237076","0.021931055933237076","1927","1927","1927","0.029018383473157883","0.029018383473157883","0.029018383473157883","1927","1927","1927","0.04729703813791275","0.04729703813791275","0.04729703813791275","1927","1927","1927","0.03262101113796234","0.03262101113796234","0.03262101113796234","1927","1927","1927","0.028722889721393585","0.028722889721393585","0.028722889721393585"
"224","1935","1935","1935","0.022086158394813538","0.022086158394813538","0.022086158394813538","1935","1935","1935","0.03421267867088318","0.03421267867088318","0.03421267867088318","1935","1935","1935","0.0460248701274395","0.0460248701274395","0.0460248701274395","1935","1935","1935","0.032998308539390564","0.032998308539390564","0.032998308539390564","1935","1935","1935","0.02844860590994358","0.02844860590994358","0.02844860590994358"
"225","1944","1944","1944","0.021888524293899536","0.021888524293899536","0.021888524293899536","1944","1944","1944","0.02946077659726143","0.02946077659726143","0.02946077659726143","1944","1944","1944","0.04638732969760895","0.04638732969760895","0.04638732969760895","1944","1944","1944","0.03289104625582695","0.03289104625582695","0.03289104625582695","1944","1944","1944","0.02846156619489193","0.02846156619489193","0.02846156619489193"
"226","1952","1952","1952","0.021915512159466743","0.021915512159466743","0.021915512159466743","1952","1952","1952","0.029799198731780052","0.029799198731780052","0.029799198731780052","1952","1952","1952","0.046725086867809296","0.046725086867809296","0.046725086867809296","1952","1952","1952","0.03250228241086006","0.03250228241086006","0.03250228241086006","1952","1952","1952","0.028712308034300804","0.028712308034300804","0.028712308034300804"
"227","1961","1961","1961","0.021841542795300484","0.021841542795300484","0.021841542795300484","1961","1961","1961","0.033254168927669525","0.033254168927669525","0.033254168927669525","1961","1961","1961","0.0470767579972744","0.0470767579972744","0.0470767579972744","1961","1961","1961","0.03308335691690445","0.03308335691690445","0.03308335691690445","1961","1961","1961","0.028525903820991516","0.028525903820991516","0.028525903820991516"
"228","1969","1969","1969","0.021740496158599854","0.021740496158599854","0.021740496158599854","1969","1969","1969","0.028888676315546036","0.028888676315546036","0.028888676315546036","1969","1969","1969","0.04766898602247238","0.04766898602247238","0.04766898602247238","1969","1969","1969","0.032007407397031784","0.032007407397031784","0.032007407397031784","1969","1969","1969","0.028475582599639893","0.028475582599639893","0.028475582599639893"
"229","1978","1978","1978","0.021787969395518303","0.021787969395518303","0.021787969395518303","1978","1978","1978","0.028319429606199265","0.028319429606199265","0.028319429606199265","1978","1978","1978","0.046387359499931335","0.046387359499931335","0.046387359499931335","1978","1978","1978","0.033728282898664474","0.033728282898664474","0.033728282898664474","1978","1978","1978","0.02871992252767086","0.02871992252767086","0.02871992252767086"
"230","1987","1987","1987","0.021782826632261276","0.021782826632261276","0.021782826632261276","1987","1987","1987","0.029186569154262543","0.029186569154262543","0.029186569154262543","1987","1987","1987","0.047327373176813126","0.047327373176813126","0.047327373176813126","1987","1987","1987","0.032618530094623566","0.032618530094623566","0.032618530094623566","1987","1987","1987","0.028614148497581482","0.028614148497581482","0.028614148497581482"
"231","1996","1996","1996","0.022234858945012093","0.022234858945012093","0.022234858945012093","1996","1996","1996","0.02836214005947113","0.02836214005947113","0.02836214005947113","1996","1996","1996","0.04729493334889412","0.04729493334889412","0.04729493334889412","1996","1996","1996","0.03334716707468033","0.03334716707468033","0.03334716707468033","1996","1996","1996","0.02864179015159607","0.02864179015159607","0.02864179015159607"
"232","2004","2004","2004","0.021535448729991913","0.021535448729991913","0.021535448729991913","2004","2004","2004","0.02817503549158573","0.02817503549158573","0.02817503549158573","2004","2004","2004","0.046802032738924026","0.046802032738924026","0.046802032738924026","2004","2004","2004","0.03271014243364334","0.03271014243364334","0.03271014243364334","2004","2004","2004","0.028723562136292458","0.028723562136292458","0.028723562136292458"
"233","2013","2013","2013","0.021917905658483505","0.021917905658483505","0.021917905658483505","2013","2013","2013","0.04410477355122566","0.04410477355122566","0.04410477355122566","2013","2013","2013","0.04673049598932266","0.04673049598932266","0.04673049598932266","2013","2013","2013","0.032064635306596756","0.032064635306596756","0.032064635306596756","2013","2013","2013","0.028313567861914635","0.028313567861914635","0.028313567861914635"
"234","2021","2021","2021","0.02199734002351761","0.02199734002351761","0.02199734002351761","2021","2021","2021","0.03235745429992676","0.03235745429992676","0.03235745429992676","2021","2021","2021","0.047172911465168","0.047172911465168","0.047172911465168","2021","2021","2021","0.03261921554803848","0.03261921554803848","0.03261921554803848","2021","2021","2021","0.028300691395998","0.028300691395998","0.028300691395998"
"235","2030","2030","2030","0.021674226969480515","0.021674226969480515","0.021674226969480515","2030","2030","2030","0.03641892597079277","0.03641892597079277","0.03641892597079277","2030","2030","2030","0.04716262221336365","0.04716262221336365","0.04716262221336365","2030","2030","2030","0.032272350043058395","0.032272350043058395","0.032272350043058395","2030","2030","2030","0.0286567285656929","0.0286567285656929","0.0286567285656929"
"236","2038","2038","2038","0.02153264358639717","0.02153264358639717","0.02153264358639717","2038","2038","2038","0.03718319907784462","0.03718319907784462","0.03718319907784462","2038","2038","2038","0.04649379849433899","0.04649379849433899","0.04649379849433899","2038","2038","2038","0.03314361721277237","0.03314361721277237","0.03314361721277237","2038","2038","2038","0.028359049931168556","0.028359049931168556","0.028359049931168556"
"237","2047","2047","2047","0.021664543077349663","0.021664543077349663","0.021664543077349663","2047","2047","2047","0.032497234642505646","0.032497234642505646","0.032497234642505646","2047","2047","2047","0.04714858904480934","0.04714858904480934","0.04714858904480934","2047","2047","2047","0.03161999210715294","0.03161999210715294","0.03161999210715294","2047","2047","2047","0.02826266922056675","0.02826266922056675","0.02826266922056675"
"238","2055","2055","2055","0.02161548100411892","0.02161548100411892","0.02161548100411892","2055","2055","2055","0.03598252683877945","0.03598252683877945","0.03598252683877945","2055","2055","2055","0.04707885906100273","0.04707885906100273","0.04707885906100273","2055","2055","2055","0.03200027719140053","0.03200027719140053","0.03200027719140053","2055","2055","2055","0.028306355699896812","0.028306355699896812","0.028306355699896812"
"239","2064","2064","2064","0.021547937765717506","0.021547937765717506","0.021547937765717506","2064","2064","2064","0.032045867294073105","0.032045867294073105","0.032045867294073105","2064","2064","2064","0.04719075933098793","0.04719075933098793","0.04719075933098793","2064","2064","2064","0.03280353173613548","0.03280353173613548","0.03280353173613548","2064","2064","2064","0.02873065136373043","0.02873065136373043","0.02873065136373043"
"240","2073","2073","2073","0.021360615268349648","0.021360615268349648","0.021360615268349648","2073","2073","2073","0.03138292580842972","0.03138292580842972","0.03138292580842972","2073","2073","2073","0.04672419652342796","0.04672419652342796","0.04672419652342796","2073","2073","2073","0.03259019926190376","0.03259019926190376","0.03259019926190376","2073","2073","2073","0.028330113738775253","0.028330113738775253","0.028330113738775253"
"241","2082","2082","2082","0.0215920377522707","0.0215920377522707","0.0215920377522707","2082","2082","2082","0.03272336348891258","0.03272336348891258","0.03272336348891258","2082","2082","2082","0.04710834100842476","0.04710834100842476","0.04710834100842476","2082","2082","2082","0.03353974223136902","0.03353974223136902","0.03353974223136902","2082","2082","2082","0.02830413728952408","0.02830413728952408","0.02830413728952408"
"242","2090","2090","2090","0.021881943568587303","0.021881943568587303","0.021881943568587303","2090","2090","2090","0.03229884058237076","0.03229884058237076","0.03229884058237076","2090","2090","2090","0.04736468940973282","0.04736468940973282","0.04736468940973282","2090","2090","2090","0.03255540877580643","0.03255540877580643","0.03255540877580643","2090","2090","2090","0.02844958007335663","0.02844958007335663","0.02844958007335663"
"243","2099","2099","2099","0.021935047581791878","0.021935047581791878","0.021935047581791878","2099","2099","2099","0.031361985951662064","0.031361985951662064","0.031361985951662064","2099","2099","2099","0.04598443582653999","0.04598443582653999","0.04598443582653999","2099","2099","2099","0.032680779695510864","0.032680779695510864","0.032680779695510864","2099","2099","2099","0.02849048189818859","0.02849048189818859","0.02849048189818859"
"244","2107","2107","2107","0.021340228617191315","0.021340228617191315","0.021340228617191315","2107","2107","2107","0.03066779114305973","0.03066779114305973","0.03066779114305973","2107","2107","2107","0.047717027366161346","0.047717027366161346","0.047717027366161346","2107","2107","2107","0.03205148130655289","0.03205148130655289","0.03205148130655289","2107","2107","2107","0.028302881866693497","0.028302881866693497","0.028302881866693497"
"245","2116","2116","2116","0.021361690014600754","0.021361690014600754","0.021361690014600754","2116","2116","2116","0.03020653873682022","0.03020653873682022","0.03020653873682022","2116","2116","2116","0.04676008224487305","0.04676008224487305","0.04676008224487305","2116","2116","2116","0.03283771127462387","0.03283771127462387","0.03283771127462387","2116","2116","2116","0.02835378237068653","0.02835378237068653","0.02835378237068653"
"246","2124","2124","2124","0.021528225392103195","0.021528225392103195","0.021528225392103195","2124","2124","2124","0.02934931218624115","0.02934931218624115","0.02934931218624115","2124","2124","2124","0.046789880841970444","0.046789880841970444","0.046789880841970444","2124","2124","2124","0.03288182616233826","0.03288182616233826","0.03288182616233826","2124","2124","2124","0.028606019914150238","0.028606019914150238","0.028606019914150238"
"247","2133","2133","2133","0.02134372666478157","0.02134372666478157","0.02134372666478157","2133","2133","2133","0.02949116751551628","0.02949116751551628","0.02949116751551628","2133","2133","2133","0.04657549038529396","0.04657549038529396","0.04657549038529396","2133","2133","2133","0.031928498297929764","0.031928498297929764","0.031928498297929764","2133","2133","2133","0.028292544186115265","0.028292544186115265","0.028292544186115265"
"248","2141","2141","2141","0.021245405077934265","0.021245405077934265","0.021245405077934265","2141","2141","2141","0.02851737290620804","0.02851737290620804","0.02851737290620804","2141","2141","2141","0.04676809534430504","0.04676809534430504","0.04676809534430504","2141","2141","2141","0.03174120932817459","0.03174120932817459","0.03174120932817459","2141","2141","2141","0.028441080823540688","0.028441080823540688","0.028441080823540688"
"249","2150","2150","2150","0.021307025104761124","0.021307025104761124","0.021307025104761124","2150","2150","2150","0.02930564433336258","0.02930564433336258","0.02930564433336258","2150","2150","2150","0.0471426323056221","0.0471426323056221","0.0471426323056221","2150","2150","2150","0.03207509219646454","0.03207509219646454","0.03207509219646454","2150","2150","2150","0.028281694278120995","0.028281694278120995","0.028281694278120995"
"250","2159","2159","2159","0.021172204986214638","0.021172204986214638","0.021172204986214638","2159","2159","2159","0.02851894311606884","0.02851894311606884","0.02851894311606884","2159","2159","2159","0.0465652272105217","0.0465652272105217","0.0465652272105217","2159","2159","2159","0.032327648252248764","0.032327648252248764","0.032327648252248764","2159","2159","2159","0.0283560361713171","0.0283560361713171","0.0283560361713171"
"251","2168","2168","2168","0.021240778267383575","0.021240778267383575","0.021240778267383575","2168","2168","2168","0.02991473861038685","0.02991473861038685","0.02991473861038685","2168","2168","2168","0.04708214849233627","0.04708214849233627","0.04708214849233627","2168","2168","2168","0.03411053121089935","0.03411053121089935","0.03411053121089935","2168","2168","2168","0.02830490842461586","0.02830490842461586","0.02830490842461586"
"252","2176","2176","2176","0.021799642592668533","0.021799642592668533","0.021799642592668533","2176","2176","2176","0.028499040752649307","0.028499040752649307","0.028499040752649307","2176","2176","2176","0.046022556722164154","0.046022556722164154","0.046022556722164154","2176","2176","2176","0.031788188964128494","0.031788188964128494","0.031788188964128494","2176","2176","2176","0.028231514617800713","0.028231514617800713","0.028231514617800713"
"253","2185","2185","2185","0.021288881078362465","0.021288881078362465","0.021288881078362465","2185","2185","2185","0.028283745050430298","0.028283745050430298","0.028283745050430298","2185","2185","2185","0.04651550203561783","0.04651550203561783","0.04651550203561783","2185","2185","2185","0.03284231945872307","0.03284231945872307","0.03284231945872307","2185","2185","2185","0.02837826870381832","0.02837826870381832","0.02837826870381832"
"254","2193","2193","2193","0.021388309076428413","0.021388309076428413","0.021388309076428413","2193","2193","2193","0.028454525396227837","0.028454525396227837","0.028454525396227837","2193","2193","2193","0.04721665009856224","0.04721665009856224","0.04721665009856224","2193","2193","2193","0.03194284439086914","0.03194284439086914","0.03194284439086914","2193","2193","2193","0.02827306091785431","0.02827306091785431","0.02827306091785431"
"255","2202","2202","2202","0.021171679720282555","0.021171679720282555","0.021171679720282555","2202","2202","2202","0.02827920950949192","0.02827920950949192","0.02827920950949192","2202","2202","2202","0.04683639109134674","0.04683639109134674","0.04683639109134674","2202","2202","2202","0.03243190422654152","0.03243190422654152","0.03243190422654152","2202","2202","2202","0.02855447120964527","0.02855447120964527","0.02855447120964527"
"256","2210","2210","2210","0.02132425084710121","0.02132425084710121","0.02132425084710121","2210","2210","2210","0.02861933223903179","0.02861933223903179","0.02861933223903179","2210","2210","2210","0.04712647944688797","0.04712647944688797","0.04712647944688797","2210","2210","2210","0.03276654705405235","0.03276654705405235","0.03276654705405235","2210","2210","2210","0.028176194056868553","0.028176194056868553","0.028176194056868553"
"257","2219","2219","2219","0.021494967862963676","0.021494967862963676","0.021494967862963676","2219","2219","2219","0.027938710525631905","0.027938710525631905","0.027938710525631905","2219","2219","2219","0.046358998864889145","0.046358998864889145","0.046358998864889145","2219","2219","2219","0.03246241435408592","0.03246241435408592","0.03246241435408592","2219","2219","2219","0.028608500957489014","0.028608500957489014","0.028608500957489014"
"258","2227","2227","2227","0.02114950865507126","0.02114950865507126","0.02114950865507126","2227","2227","2227","0.028613004833459854","0.028613004833459854","0.028613004833459854","2227","2227","2227","0.0468522384762764","0.0468522384762764","0.0468522384762764","2227","2227","2227","0.03238745778799057","0.03238745778799057","0.03238745778799057","2227","2227","2227","0.02835799753665924","0.02835799753665924","0.02835799753665924"
"259","2236","2236","2236","0.0213641170412302","0.0213641170412302","0.0213641170412302","2236","2236","2236","0.02869795821607113","0.02869795821607113","0.02869795821607113","2236","2236","2236","0.046124815940856934","0.046124815940856934","0.046124815940856934","2236","2236","2236","0.03272410109639168","0.03272410109639168","0.03272410109639168","2236","2236","2236","0.028092117980122566","0.028092117980122566","0.028092117980122566"
"260","2245","2245","2245","0.021117327734827995","0.021117327734827995","0.021117327734827995","2245","2245","2245","0.027336271479725838","0.027336271479725838","0.027336271479725838","2245","2245","2245","0.04684729129076004","0.04684729129076004","0.04684729129076004","2245","2245","2245","0.03243076428771019","0.03243076428771019","0.03243076428771019","2245","2245","2245","0.028306106105446815","0.028306106105446815","0.028306106105446815"
"261","2254","2254","2254","0.02114366739988327","0.02114366739988327","0.02114366739988327","2254","2254","2254","0.02785317786037922","0.02785317786037922","0.02785317786037922","2254","2254","2254","0.04645242169499397","0.04645242169499397","0.04645242169499397","2254","2254","2254","0.03234931826591492","0.03234931826591492","0.03234931826591492","2254","2254","2254","0.028116123750805855","0.028116123750805855","0.028116123750805855"
"262","2262","2262","2262","0.02097325772047043","0.02097325772047043","0.02097325772047043","2262","2262","2262","0.02755584381520748","0.02755584381520748","0.02755584381520748","2262","2262","2262","0.04698079824447632","0.04698079824447632","0.04698079824447632","2262","2262","2262","0.03277001902461052","0.03277001902461052","0.03277001902461052","2262","2262","2262","0.028295844793319702","0.028295844793319702","0.028295844793319702"
"263","2271","2271","2271","0.02107018418610096","0.02107018418610096","0.02107018418610096","2271","2271","2271","0.027074739336967468","0.027074739336967468","0.027074739336967468","2271","2271","2271","0.046858251094818115","0.046858251094818115","0.046858251094818115","2271","2271","2271","0.03236203268170357","0.03236203268170357","0.03236203268170357","2271","2271","2271","0.02827496826648712","0.02827496826648712","0.02827496826648712"
"264","2279","2279","2279","0.021096980199217796","0.021096980199217796","0.021096980199217796","2279","2279","2279","0.026713989675045013","0.026713989675045013","0.026713989675045013","2279","2279","2279","0.046961940824985504","0.046961940824985504","0.046961940824985504","2279","2279","2279","0.03144640102982521","0.03144640102982521","0.03144640102982521","2279","2279","2279","0.02846153825521469","0.02846153825521469","0.02846153825521469"
"265","2288","2288","2288","0.02092927321791649","0.02092927321791649","0.02092927321791649","2288","2288","2288","0.02754107117652893","0.02754107117652893","0.02754107117652893","2288","2288","2288","0.04616029933094978","0.04616029933094978","0.04616029933094978","2288","2288","2288","0.033166561275720596","0.033166561275720596","0.033166561275720596","2288","2288","2288","0.028177563101053238","0.028177563101053238","0.028177563101053238"
"266","2296","2296","2296","0.02100798487663269","0.02100798487663269","0.02100798487663269","2296","2296","2296","0.028804151341319084","0.028804151341319084","0.028804151341319084","2296","2296","2296","0.04698799178004265","0.04698799178004265","0.04698799178004265","2296","2296","2296","0.032351721078157425","0.032351721078157425","0.032351721078157425","2296","2296","2296","0.028475631028413773","0.028475631028413773","0.028475631028413773"
"267","2305","2305","2305","0.0211084745824337","0.0211084745824337","0.0211084745824337","2305","2305","2305","0.029009563848376274","0.029009563848376274","0.029009563848376274","2305","2305","2305","0.04669295251369476","0.04669295251369476","0.04669295251369476","2305","2305","2305","0.03166617453098297","0.03166617453098297","0.03166617453098297","2305","2305","2305","0.028606826439499855","0.028606826439499855","0.028606826439499855"
"268","2313","2313","2313","0.02104950323700905","0.02104950323700905","0.02104950323700905","2313","2313","2313","0.028387371450662613","0.028387371450662613","0.028387371450662613","2313","2313","2313","0.04626215621829033","0.04626215621829033","0.04626215621829033","2313","2313","2313","0.031998421996831894","0.031998421996831894","0.031998421996831894","2313","2313","2313","0.02799094468355179","0.02799094468355179","0.02799094468355179"
"269","2322","2322","2322","0.020910806953907013","0.020910806953907013","0.020910806953907013","2322","2322","2322","0.027508452534675598","0.027508452534675598","0.027508452534675598","2322","2322","2322","0.046492043882608414","0.046492043882608414","0.046492043882608414","2322","2322","2322","0.031101664528250694","0.031101664528250694","0.031101664528250694","2322","2322","2322","0.028236305341124535","0.028236305341124535","0.028236305341124535"
"270","2331","2331","2331","0.020923111587762833","0.020923111587762833","0.020923111587762833","2331","2331","2331","0.02715444751083851","0.02715444751083851","0.02715444751083851","2331","2331","2331","0.04640144854784012","0.04640144854784012","0.04640144854784012","2331","2331","2331","0.03254001960158348","0.03254001960158348","0.03254001960158348","2331","2331","2331","0.028044242411851883","0.028044242411851883","0.028044242411851883"
"271","2340","2340","2340","0.021222200244665146","0.021222200244665146","0.021222200244665146","2340","2340","2340","0.02807399444282055","0.02807399444282055","0.02807399444282055","2340","2340","2340","0.0464014858007431","0.0464014858007431","0.0464014858007431","2340","2340","2340","0.032359592616558075","0.032359592616558075","0.032359592616558075","2340","2340","2340","0.028106898069381714","0.028106898069381714","0.028106898069381714"
"272","2348","2348","2348","0.021239737048745155","0.021239737048745155","0.021239737048745155","2348","2348","2348","0.02802758291363716","0.02802758291363716","0.02802758291363716","2348","2348","2348","0.0469316765666008","0.0469316765666008","0.0469316765666008","2348","2348","2348","0.03295169398188591","0.03295169398188591","0.03295169398188591","2348","2348","2348","0.028068527579307556","0.028068527579307556","0.028068527579307556"
"273","2357","2357","2357","0.02081817388534546","0.02081817388534546","0.02081817388534546","2357","2357","2357","0.027535004541277885","0.027535004541277885","0.027535004541277885","2357","2357","2357","0.04639819264411926","0.04639819264411926","0.04639819264411926","2357","2357","2357","0.03212239593267441","0.03212239593267441","0.03212239593267441","2357","2357","2357","0.02809772826731205","0.02809772826731205","0.02809772826731205"
"274","2365","2365","2365","0.020924517884850502","0.020924517884850502","0.020924517884850502","2365","2365","2365","0.027213361114263535","0.027213361114263535","0.027213361114263535","2365","2365","2365","0.0466599240899086","0.0466599240899086","0.0466599240899086","2365","2365","2365","0.03222320228815079","0.03222320228815079","0.03222320228815079","2365","2365","2365","0.02838490717113018","0.02838490717113018","0.02838490717113018"
"275","2374","2374","2374","0.020825227722525597","0.020825227722525597","0.020825227722525597","2374","2374","2374","0.026686938479542732","0.026686938479542732","0.026686938479542732","2374","2374","2374","0.04662550240755081","0.04662550240755081","0.04662550240755081","2374","2374","2374","0.0318392775952816","0.0318392775952816","0.0318392775952816","2374","2374","2374","0.028154684230685234","0.028154684230685234","0.028154684230685234"
"276","2382","2382","2382","0.02094036340713501","0.02094036340713501","0.02094036340713501","2382","2382","2382","0.026973307132720947","0.026973307132720947","0.026973307132720947","2382","2382","2382","0.04636651650071144","0.04636651650071144","0.04636651650071144","2382","2382","2382","0.03174532577395439","0.03174532577395439","0.03174532577395439","2382","2382","2382","0.028364257887005806","0.028364257887005806","0.028364257887005806"
"277","2391","2391","2391","0.02087905816733837","0.02087905816733837","0.02087905816733837","2391","2391","2391","0.02633241005241871","0.02633241005241871","0.02633241005241871","2391","2391","2391","0.047036800533533096","0.047036800533533096","0.047036800533533096","2391","2391","2391","0.03190985321998596","0.03190985321998596","0.03190985321998596","2391","2391","2391","0.02809368073940277","0.02809368073940277","0.02809368073940277"
"278","2399","2399","2399","0.020986095070838928","0.020986095070838928","0.020986095070838928","2399","2399","2399","0.026732755824923515","0.026732755824923515","0.026732755824923515","2399","2399","2399","0.04663195461034775","0.04663195461034775","0.04663195461034775","2399","2399","2399","0.03228238970041275","0.03228238970041275","0.03228238970041275","2399","2399","2399","0.027965448796749115","0.027965448796749115","0.027965448796749115"
"279","2408","2408","2408","0.02116512879729271","0.02116512879729271","0.02116512879729271","2408","2408","2408","0.026598915457725525","0.026598915457725525","0.026598915457725525","2408","2408","2408","0.046492259949445724","0.046492259949445724","0.046492259949445724","2408","2408","2408","0.032704975455999374","0.032704975455999374","0.032704975455999374","2408","2408","2408","0.028190646320581436","0.028190646320581436","0.028190646320581436"
"280","2417","2417","2417","0.020740045234560966","0.020740045234560966","0.020740045234560966","2417","2417","2417","0.02663760632276535","0.02663760632276535","0.02663760632276535","2417","2417","2417","0.0467253252863884","0.0467253252863884","0.0467253252863884","2417","2417","2417","0.03249496594071388","0.03249496594071388","0.03249496594071388","2417","2417","2417","0.028786638751626015","0.028786638751626015","0.028786638751626015"
"281","2426","2426","2426","0.020561356097459793","0.020561356097459793","0.020561356097459793","2426","2426","2426","0.026519151404500008","0.026519151404500008","0.026519151404500008","2426","2426","2426","0.04722173139452934","0.04722173139452934","0.04722173139452934","2426","2426","2426","0.03231073170900345","0.03231073170900345","0.03231073170900345","2426","2426","2426","0.02816339023411274","0.02816339023411274","0.02816339023411274"
"282","2434","2434","2434","0.020899513736367226","0.020899513736367226","0.020899513736367226","2434","2434","2434","0.026245972141623497","0.026245972141623497","0.026245972141623497","2434","2434","2434","0.04678044095635414","0.04678044095635414","0.04678044095635414","2434","2434","2434","0.03214377164840698","0.03214377164840698","0.03214377164840698","2434","2434","2434","0.027862021699547768","0.027862021699547768","0.027862021699547768"
"283","2443","2443","2443","0.0207320898771286","0.0207320898771286","0.0207320898771286","2443","2443","2443","0.026091180741786957","0.026091180741786957","0.026091180741786957","2443","2443","2443","0.04677777737379074","0.04677777737379074","0.04677777737379074","2443","2443","2443","0.03141917288303375","0.03141917288303375","0.03141917288303375","2443","2443","2443","0.02917633391916752","0.02917633391916752","0.02917633391916752"
"284","2451","2451","2451","0.020670773461461067","0.020670773461461067","0.020670773461461067","2451","2451","2451","0.026067210361361504","0.026067210361361504","0.026067210361361504","2451","2451","2451","0.046638138592243195","0.046638138592243195","0.046638138592243195","2451","2451","2451","0.03160550072789192","0.03160550072789192","0.03160550072789192","2451","2451","2451","0.029123326763510704","0.029123326763510704","0.029123326763510704"
"285","2460","2460","2460","0.020700380206108093","0.020700380206108093","0.020700380206108093","2460","2460","2460","0.03158771991729736","0.03158771991729736","0.03158771991729736","2460","2460","2460","0.04708521440625191","0.04708521440625191","0.04708521440625191","2460","2460","2460","0.032705094665288925","0.032705094665288925","0.032705094665288925","2460","2460","2460","0.028965262696146965","0.028965262696146965","0.028965262696146965"
"286","2468","2468","2468","0.020451504737138748","0.020451504737138748","0.020451504737138748","2468","2468","2468","0.028366081416606903","0.028366081416606903","0.028366081416606903","2468","2468","2468","0.04684077575802803","0.04684077575802803","0.04684077575802803","2468","2468","2468","0.03170322999358177","0.03170322999358177","0.03170322999358177","2468","2468","2468","0.02825102023780346","0.02825102023780346","0.02825102023780346"
"287","2477","2477","2477","0.020619265735149384","0.020619265735149384","0.020619265735149384","2477","2477","2477","0.029148820787668228","0.029148820787668228","0.029148820787668228","2477","2477","2477","0.04656920209527016","0.04656920209527016","0.04656920209527016","2477","2477","2477","0.03154187649488449","0.03154187649488449","0.03154187649488449","2477","2477","2477","0.028129396960139275","0.028129396960139275","0.028129396960139275"
"288","2485","2485","2485","0.020672766491770744","0.020672766491770744","0.020672766491770744","2485","2485","2485","0.02778221294283867","0.02778221294283867","0.02778221294283867","2485","2485","2485","0.04679453372955322","0.04679453372955322","0.04679453372955322","2485","2485","2485","0.032380182296037674","0.032380182296037674","0.032380182296037674","2485","2485","2485","0.028644327074289322","0.028644327074289322","0.028644327074289322"
"289","2494","2494","2494","0.02069232240319252","0.02069232240319252","0.02069232240319252","2494","2494","2494","0.027397412806749344","0.027397412806749344","0.027397412806749344","2494","2494","2494","0.04653814807534218","0.04653814807534218","0.04653814807534218","2494","2494","2494","0.03224888816475868","0.03224888816475868","0.03224888816475868","2494","2494","2494","0.028386937454342842","0.028386937454342842","0.028386937454342842"
"290","2503","2503","2503","0.020786231383681297","0.020786231383681297","0.020786231383681297","2503","2503","2503","0.02701915241777897","0.02701915241777897","0.02701915241777897","2503","2503","2503","0.04678843170404434","0.04678843170404434","0.04678843170404434","2503","2503","2503","0.03194422647356987","0.03194422647356987","0.03194422647356987","2503","2503","2503","0.02838793396949768","0.02838793396949768","0.02838793396949768"
"291","2512","2512","2512","0.020474480465054512","0.020474480465054512","0.020474480465054512","2512","2512","2512","0.026643378660082817","0.026643378660082817","0.026643378660082817","2512","2512","2512","0.046380314975976944","0.046380314975976944","0.046380314975976944","2512","2512","2512","0.031145351007580757","0.031145351007580757","0.031145351007580757","2512","2512","2512","0.02828027307987213","0.02828027307987213","0.02828027307987213"
"292","2520","2520","2520","0.0204946119338274","0.0204946119338274","0.0204946119338274","2520","2520","2520","0.029933474957942963","0.029933474957942963","0.029933474957942963","2520","2520","2520","0.04644729197025299","0.04644729197025299","0.04644729197025299","2520","2520","2520","0.031789906322956085","0.031789906322956085","0.031789906322956085","2520","2520","2520","0.02856648527085781","0.02856648527085781","0.02856648527085781"
"293","2529","2529","2529","0.020590709522366524","0.020590709522366524","0.020590709522366524","2529","2529","2529","0.02706254832446575","0.02706254832446575","0.02706254832446575","2529","2529","2529","0.04718181863427162","0.04718181863427162","0.04718181863427162","2529","2529","2529","0.03139583393931389","0.03139583393931389","0.03139583393931389","2529","2529","2529","0.028933387249708176","0.028933387249708176","0.028933387249708176"
"294","2537","2537","2537","0.02053552307188511","0.02053552307188511","0.02053552307188511","2537","2537","2537","0.027080610394477844","0.027080610394477844","0.027080610394477844","2537","2537","2537","0.046768881380558014","0.046768881380558014","0.046768881380558014","2537","2537","2537","0.03232669457793236","0.03232669457793236","0.03232669457793236","2537","2537","2537","0.02839078940451145","0.02839078940451145","0.02839078940451145"
"295","2546","2546","2546","0.02051490545272827","0.02051490545272827","0.02051490545272827","2546","2546","2546","0.027511417865753174","0.027511417865753174","0.027511417865753174","2546","2546","2546","0.04623908922076225","0.04623908922076225","0.04623908922076225","2546","2546","2546","0.03223409131169319","0.03223409131169319","0.03223409131169319","2546","2546","2546","0.028254961594939232","0.028254961594939232","0.028254961594939232"
"296","2554","2554","2554","0.02045808732509613","0.02045808732509613","0.02045808732509613","2554","2554","2554","0.025954794138669968","0.025954794138669968","0.025954794138669968","2554","2554","2554","0.04697630926966667","0.04697630926966667","0.04697630926966667","2554","2554","2554","0.03230956941843033","0.03230956941843033","0.03230956941843033","2554","2554","2554","0.02836674265563488","0.02836674265563488","0.02836674265563488"
