"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"586","","","","","","","","","","","","","5048","5048","5048","9.986083030700684","9.986083030700684","9.986083030700684","5048","5048","5048","9.823333740234375","9.823333740234375","9.823333740234375","5048","5048","5048","9.833999633789062","9.833999633789062","9.833999633789062"
"587","","","","","","","","","","","","","5057","5057","5057","9.980833053588867","9.980833053588867","9.980833053588867","5057","5057","5057","9.876083374023438","9.876083374023438","9.876083374023438","5057","5057","5057","9.821749687194824","9.821749687194824","9.821749687194824"
"588","","","","","","","","","","","","","5065","5065","5065","9.987333297729492","9.987333297729492","9.987333297729492","5065","5065","5065","9.670166969299316","9.670166969299316","9.670166969299316","5065","5065","5065","9.771082878112793","9.771082878112793","9.771082878112793"
"589","","","","","","","","","","","","","5074","5074","5074","9.986332893371582","9.986332893371582","9.986332893371582","5074","5074","5074","9.797499656677246","9.797499656677246","9.797499656677246","5074","5074","5074","9.904250144958496","9.904250144958496","9.904250144958496"
"590","","","","","","","","","","","","","5083","5083","5083","9.925666809082031","9.925666809082031","9.925666809082031","5083","5083","5083","9.794917106628418","9.794917106628418","9.794917106628418","5083","5083","5083","9.889333724975586","9.889333724975586","9.889333724975586"
"591","","","","","","","","","","","","","5092","5092","5092","9.901833534240723","9.901833534240723","9.901833534240723","5092","5092","5092","9.765000343322754","9.765000343322754","9.765000343322754","5092","5092","5092","9.912500381469727","9.912500381469727","9.912500381469727"
"592","","","","","","","","","","","","","5100","5100","5100","9.904749870300293","9.904749870300293","9.904749870300293","5100","5100","5100","9.802416801452637","9.802416801452637","9.802416801452637","5100","5100","5100","9.913749694824219","9.913749694824219","9.913749694824219"
"593","","","","","","","","","","","","","5109","5109","5109","9.955249786376953","9.955249786376953","9.955249786376953","5109","5109","5109","9.833000183105469","9.833000183105469","9.833000183105469","5109","5109","5109","9.897417068481445","9.897417068481445","9.897417068481445"
"594","","","","","","","","","","","","","5117","5117","5117","9.967000007629395","9.967000007629395","9.967000007629395","5117","5117","5117","9.828749656677246","9.828749656677246","9.828749656677246","5117","5117","5117","9.862250328063965","9.862250328063965","9.862250328063965"
"595","","","","","","","","","","","","","5126","5126","5126","9.988750457763672","9.988750457763672","9.988750457763672","5126","5126","5126","9.839750289916992","9.839750289916992","9.839750289916992","5126","5126","5126","9.92216682434082","9.92216682434082","9.92216682434082"
"596","","","","","","","","","","","","","5134","5134","5134","9.97683334350586","9.97683334350586","9.97683334350586","5134","5134","5134","9.704333305358887","9.704333305358887","9.704333305358887","5134","5134","5134","9.885499954223633","9.885499954223633","9.885499954223633"
"597","","","","","","","","","","","","","5143","5143","5143","9.964166641235352","9.964166641235352","9.964166641235352","5143","5143","5143","9.865833282470703","9.865833282470703","9.865833282470703","5143","5143","5143","9.85575008392334","9.85575008392334","9.85575008392334"
"598","","","","","","","","","","","","","5151","5151","5151","9.95775032043457","9.95775032043457","9.95775032043457","5151","5151","5151","9.816166877746582","9.816166877746582","9.816166877746582","5151","5151","5151","9.850417137145996","9.850417137145996","9.850417137145996"
"599","","","","","","","","","","","","","5160","5160","5160","9.972416877746582","9.972416877746582","9.972416877746582","5160","5160","5160","9.873000144958496","9.873000144958496","9.873000144958496","5160","5160","5160","9.83275032043457","9.83275032043457","9.83275032043457"
"600","","","","","","","","","","","","","5169","5169","5169","9.977250099182129","9.977250099182129","9.977250099182129","5169","5169","5169","9.877416610717773","9.877416610717773","9.877416610717773","5169","5169","5169","9.84041690826416","9.84041690826416","9.84041690826416"
"601","","","","","","","","","","","","","5178","5178","5178","9.984582901000977","9.984582901000977","9.984582901000977","5178","5178","5178","9.782083511352539","9.782083511352539","9.782083511352539","5178","5178","5178","9.855500221252441","9.855500221252441","9.855500221252441"
"602","","","","","","","","","","","","","5186","5186","5186","9.991666793823242","9.991666793823242","9.991666793823242","5186","5186","5186","9.824749946594238","9.824749946594238","9.824749946594238","5186","5186","5186","9.892416954040527","9.892416954040527","9.892416954040527"
"603","","","","","","","","","","","","","5195","5195","5195","9.980999946594238","9.980999946594238","9.980999946594238","5195","5195","5195","9.75683307647705","9.75683307647705","9.75683307647705","5195","5195","5195","9.894916534423828","9.894916534423828","9.894916534423828"
"604","","","","","","","","","","","","","5203","5203","5203","9.971916198730469","9.971916198730469","9.971916198730469","5203","5203","5203","9.822250366210938","9.822250366210938","9.822250366210938","5203","5203","5203","9.87541675567627","9.87541675567627","9.87541675567627"
"605","","","","","","","","","","","","","5212","5212","5212","9.954416275024414","9.954416275024414","9.954416275024414","5212","5212","5212","9.796250343322754","9.796250343322754","9.796250343322754","5212","5212","5212","9.932083129882812","9.932083129882812","9.932083129882812"
"606","","","","","","","","","","","","","5220","5220","5220","9.977749824523926","9.977749824523926","9.977749824523926","5220","5220","5220","9.565917015075684","9.565917015075684","9.565917015075684","5220","5220","5220","9.900416374206543","9.900416374206543","9.900416374206543"
"607","","","","","","","","","","","","","5229","5229","5229","9.982666969299316","9.982666969299316","9.982666969299316","5229","5229","5229","9.761500358581543","9.761500358581543","9.761500358581543","5229","5229","5229","9.853833198547363","9.853833198547363","9.853833198547363"
"608","","","","","","","","","","","","","5237","5237","5237","9.983750343322754","9.983750343322754","9.983750343322754","5237","5237","5237","9.849833488464355","9.849833488464355","9.849833488464355","5237","5237","5237","9.940999984741211","9.940999984741211","9.940999984741211"
"609","","","","","","","","","","","","","5246","5246","5246","9.982000350952148","9.982000350952148","9.982000350952148","5246","5246","5246","9.758749961853027","9.758749961853027","9.758749961853027","5246","5246","5246","9.852916717529297","9.852916717529297","9.852916717529297"
"610","","","","","","","","","","","","","5255","5255","5255","9.969666481018066","9.969666481018066","9.969666481018066","5255","5255","5255","9.662917137145996","9.662917137145996","9.662917137145996","5255","5255","5255","9.916999816894531","9.916999816894531","9.916999816894531"
"611","","","","","","","","","","","","","5264","5264","5264","9.94808292388916","9.94808292388916","9.94808292388916","5264","5264","5264","9.794666290283203","9.794666290283203","9.794666290283203","5264","5264","5264","9.848333358764648","9.848333358764648","9.848333358764648"
"612","","","","","","","","","","","","","5272","5272","5272","9.965332984924316","9.965332984924316","9.965332984924316","5272","5272","5272","9.764082908630371","9.764082908630371","9.764082908630371","5272","5272","5272","9.907333374023438","9.907333374023438","9.907333374023438"
"613","","","","","","","","","","","","","5281","5281","5281","9.938166618347168","9.938166618347168","9.938166618347168","5281","5281","5281","9.70008373260498","9.70008373260498","9.70008373260498","5281","5281","5281","9.898833274841309","9.898833274841309","9.898833274841309"
"614","","","","","","","","","","","","","5289","5289","5289","9.979249954223633","9.979249954223633","9.979249954223633","5289","5289","5289","9.841833114624023","9.841833114624023","9.841833114624023","5289","5289","5289","9.878250122070312","9.878250122070312","9.878250122070312"
"615","","","","","","","","","","","","","5298","5298","5298","9.98408317565918","9.98408317565918","9.98408317565918","5298","5298","5298","9.787583351135254","9.787583351135254","9.787583351135254","5298","5298","5298","9.893583297729492","9.893583297729492","9.893583297729492"
"616","","","","","","","","","","","","","5306","5306","5306","9.96541690826416","9.96541690826416","9.96541690826416","5306","5306","5306","9.860333442687988","9.860333442687988","9.860333442687988","5306","5306","5306","9.833833694458008","9.833833694458008","9.833833694458008"
"617","","","","","","","","","","","","","5315","5315","5315","9.977499961853027","9.977499961853027","9.977499961853027","5315","5315","5315","9.853166580200195","9.853166580200195","9.853166580200195","5315","5315","5315","9.909333229064941","9.909333229064941","9.909333229064941"
"618","","","","","","","","","","","","","5323","5323","5323","9.986833572387695","9.986833572387695","9.986833572387695","5323","5323","5323","9.887249946594238","9.887249946594238","9.887249946594238","5323","5323","5323","9.871333122253418","9.871333122253418","9.871333122253418"
"619","","","","","","","","","","","","","5332","5332","5332","9.982832908630371","9.982832908630371","9.982832908630371","5332","5332","5332","9.740166664123535","9.740166664123535","9.740166664123535","5332","5332","5332","9.92199993133545","9.92199993133545","9.92199993133545"
"620","","","","","","","","","","","","","5341","5341","5341","9.973416328430176","9.973416328430176","9.973416328430176","5341","5341","5341","9.79366683959961","9.79366683959961","9.79366683959961","5341","5341","5341","9.944167137145996","9.944167137145996","9.944167137145996"
"621","","","","","","","","","","","","","5350","5350","5350","9.958666801452637","9.958666801452637","9.958666801452637","5350","5350","5350","9.792750358581543","9.792750358581543","9.792750358581543","5350","5350","5350","9.899083137512207","9.899083137512207","9.899083137512207"
"622","","","","","","","","","","","","","5358","5358","5358","9.9712495803833","9.9712495803833","9.9712495803833","5358","5358","5358","9.821916580200195","9.821916580200195","9.821916580200195","5358","5358","5358","9.855500221252441","9.855500221252441","9.855500221252441"
"623","","","","","","","","","","","","","5367","5367","5367","9.973583221435547","9.973583221435547","9.973583221435547","5367","5367","5367","9.904582977294922","9.904582977294922","9.904582977294922","5367","5367","5367","9.847000122070312","9.847000122070312","9.847000122070312"
"624","","","","","","","","","","","","","5375","5375","5375","9.97641658782959","9.97641658782959","9.97641658782959","5375","5375","5375","9.917583465576172","9.917583465576172","9.917583465576172","5375","5375","5375","9.880749702453613","9.880749702453613","9.880749702453613"
"625","","","","","","","","","","","","","5384","5384","5384","9.96833324432373","9.96833324432373","9.96833324432373","5384","5384","5384","9.899582862854004","9.899582862854004","9.899582862854004","5384","5384","5384","9.897500038146973","9.897500038146973","9.897500038146973"
"626","","","","","","","","","","","","","5392","5392","5392","9.967082977294922","9.967082977294922","9.967082977294922","5392","5392","5392","9.862750053405762","9.862750053405762","9.862750053405762","5392","5392","5392","9.910333633422852","9.910333633422852","9.910333633422852"
"627","","","","","","","","","","","","","5401","5401","5401","9.970666885375977","9.970666885375977","9.970666885375977","5401","5401","5401","9.913249969482422","9.913249969482422","9.913249969482422","5401","5401","5401","9.900416374206543","9.900416374206543","9.900416374206543"
"628","","","","","","","","","","","","","5409","5409","5409","9.95966625213623","9.95966625213623","9.95966625213623","5409","5409","5409","9.835332870483398","9.835332870483398","9.835332870483398","5409","5409","5409","9.821332931518555","9.821332931518555","9.821332931518555"
"629","","","","","","","","","","","","","5418","5418","5418","9.993000030517578","9.993000030517578","9.993000030517578","5418","5418","5418","9.843583106994629","9.843583106994629","9.843583106994629","5418","5418","5418","9.89175033569336","9.89175033569336","9.89175033569336"
"630","","","","","","","","","","","","","5427","5427","5427","9.98425006866455","9.98425006866455","9.98425006866455","5427","5427","5427","9.911666870117188","9.911666870117188","9.911666870117188","5427","5427","5427","9.89175033569336","9.89175033569336","9.89175033569336"
"631","","","","","","","","","","","","","5436","5436","5436","9.964500427246094","9.964500427246094","9.964500427246094","5436","5436","5436","9.71975040435791","9.71975040435791","9.71975040435791","5436","5436","5436","9.863666534423828","9.863666534423828","9.863666534423828"
"632","","","","","","","","","","","","","5444","5444","5444","9.989500045776367","9.989500045776367","9.989500045776367","5444","5444","5444","9.915583610534668","9.915583610534668","9.915583610534668","5444","5444","5444","9.880000114440918","9.880000114440918","9.880000114440918"
"633","","","","","","","","","","","","","5453","5453","5453","9.984916687011719","9.984916687011719","9.984916687011719","5453","5453","5453","9.818666458129883","9.818666458129883","9.818666458129883","5453","5453","5453","9.855416297912598","9.855416297912598","9.855416297912598"
"634","","","","","","","","","","","","","5461","5461","5461","9.977582931518555","9.977582931518555","9.977582931518555","5461","5461","5461","9.796333312988281","9.796333312988281","9.796333312988281","5461","5461","5461","9.888833045959473","9.888833045959473","9.888833045959473"
"635","","","","","","","","","","","","","5470","5470","5470","9.986166954040527","9.986166954040527","9.986166954040527","5470","5470","5470","9.928916931152344","9.928916931152344","9.928916931152344","5470","5470","5470","9.830833435058594","9.830833435058594","9.830833435058594"
"636","","","","","","","","","","","","","5478","5478","5478","9.977499961853027","9.977499961853027","9.977499961853027","5478","5478","5478","9.748583793640137","9.748583793640137","9.748583793640137","5478","5478","5478","9.911666870117188","9.911666870117188","9.911666870117188"
"637","","","","","","","","","","","","","5487","5487","5487","9.98408317565918","9.98408317565918","9.98408317565918","5487","5487","5487","9.922916412353516","9.922916412353516","9.922916412353516","5487","5487","5487","9.89799976348877","9.89799976348877","9.89799976348877"
"638","","","","","","","","","","","","","5495","5495","5495","9.980833053588867","9.980833053588867","9.980833053588867","5495","5495","5495","9.627083778381348","9.627083778381348","9.627083778381348","5495","5495","5495","9.8549165725708","9.8549165725708","9.8549165725708"
"639","","","","","","","","","","","","","5504","5504","5504","9.955499649047852","9.955499649047852","9.955499649047852","5504","5504","5504","9.85433292388916","9.85433292388916","9.85433292388916","5504","5504","5504","9.907750129699707","9.907750129699707","9.907750129699707"
"640","","","","","","","","","","","","","5513","5513","5513","9.950499534606934","9.950499534606934","9.950499534606934","5513","5513","5513","9.696999549865723","9.696999549865723","9.696999549865723","5513","5513","5513","9.88558292388916","9.88558292388916","9.88558292388916"
"641","","","","","","","","","","","","","5522","5522","5522","9.973999977111816","9.973999977111816","9.973999977111816","5522","5522","5522","9.890999794006348","9.890999794006348","9.890999794006348","5522","5522","5522","9.949166297912598","9.949166297912598","9.949166297912598"
"642","","","","","","","","","","","","","5530","5530","5530","9.970166206359863","9.970166206359863","9.970166206359863","5530","5530","5530","9.795083045959473","9.795083045959473","9.795083045959473","5530","5530","5530","9.800000190734863","9.800000190734863","9.800000190734863"
"643","","","","","","","","","","","","","5539","5539","5539","9.975916862487793","9.975916862487793","9.975916862487793","5539","5539","5539","9.815166473388672","9.815166473388672","9.815166473388672","5539","5539","5539","9.847249984741211","9.847249984741211","9.847249984741211"
"644","","","","","","","","","","","","","5547","5547","5547","9.978083610534668","9.978083610534668","9.978083610534668","5547","5547","5547","9.811166763305664","9.811166763305664","9.811166763305664","5547","5547","5547","9.866666793823242","9.866666793823242","9.866666793823242"
"645","","","","","","","","","","","","","5556","5556","5556","9.982583045959473","9.982583045959473","9.982583045959473","5556","5556","5556","9.886750221252441","9.886750221252441","9.886750221252441","5556","5556","5556","9.91308307647705","9.91308307647705","9.91308307647705"
"646","","","","","","","","","","","","","5564","5564","5564","9.989333152770996","9.989333152770996","9.989333152770996","5564","5564","5564","9.828916549682617","9.828916549682617","9.828916549682617","5564","5564","5564","9.768250465393066","9.768250465393066","9.768250465393066"
"647","","","","","","","","","","","","","5573","5573","5573","9.981499671936035","9.981499671936035","9.981499671936035","5573","5573","5573","9.836999893188477","9.836999893188477","9.836999893188477","5573","5573","5573","9.89091682434082","9.89091682434082","9.89091682434082"
"648","","","","","","","","","","","","","5581","5581","5581","9.978917121887207","9.978917121887207","9.978917121887207","5581","5581","5581","9.854666709899902","9.854666709899902","9.854666709899902","5581","5581","5581","9.830583572387695","9.830583572387695","9.830583572387695"
"649","","","","","","","","","","","","","5590","5590","5590","9.98033332824707","9.98033332824707","9.98033332824707","5590","5590","5590","9.904833793640137","9.904833793640137","9.904833793640137","5590","5590","5590","9.89900016784668","9.89900016784668","9.89900016784668"
"650","","","","","","","","","","","","","5599","5599","5599","9.97641658782959","9.97641658782959","9.97641658782959","5599","5599","5599","9.890250205993652","9.890250205993652","9.890250205993652","5599","5599","5599","9.897832870483398","9.897832870483398","9.897832870483398"
"651","","","","","","","","","","","","","5608","5608","5608","9.987166404724121","9.987166404724121","9.987166404724121","5608","5608","5608","9.82075023651123","9.82075023651123","9.82075023651123","5608","5608","5608","9.910249710083008","9.910249710083008","9.910249710083008"
"652","","","","","","","","","","","","","5616","5616","5616","9.976750373840332","9.976750373840332","9.976750373840332","5616","5616","5616","9.7586669921875","9.7586669921875","9.7586669921875","5616","5616","5616","9.899999618530273","9.899999618530273","9.899999618530273"
"653","","","","","","","","","","","","","5625","5625","5625","9.98466682434082","9.98466682434082","9.98466682434082","5625","5625","5625","9.829500198364258","9.829500198364258","9.829500198364258","5625","5625","5625","9.844833374023438","9.844833374023438","9.844833374023438"
"654","","","","","","","","","","","","","5633","5633","5633","9.976583480834961","9.976583480834961","9.976583480834961","5633","5633","5633","9.829083442687988","9.829083442687988","9.829083442687988","5633","5633","5633","9.879249572753906","9.879249572753906","9.879249572753906"
"655","","","","","","","","","","","","","5642","5642","5642","9.984416961669922","9.984416961669922","9.984416961669922","5642","5642","5642","9.866167068481445","9.866167068481445","9.866167068481445","5642","5642","5642","9.879500389099121","9.879500389099121","9.879500389099121"
"656","","","","","","","","","","","","","5650","5650","5650","9.97641658782959","9.97641658782959","9.97641658782959","5650","5650","5650","9.819916725158691","9.819916725158691","9.819916725158691","5650","5650","5650","9.847583770751953","9.847583770751953","9.847583770751953"
"657","","","","","","","","","","","","","5659","5659","5659","9.971083641052246","9.971083641052246","9.971083641052246","5659","5659","5659","9.871833801269531","9.871833801269531","9.871833801269531","5659","5659","5659","9.881999969482422","9.881999969482422","9.881999969482422"
"658","","","","","","","","","","","","","5667","5667","5667","9.978750228881836","9.978750228881836","9.978750228881836","5667","5667","5667","9.831666946411133","9.831666946411133","9.831666946411133","5667","5667","5667","9.87975025177002","9.87975025177002","9.87975025177002"
"659","","","","","","","","","","","","","5676","5676","5676","9.979833602905273","9.979833602905273","9.979833602905273","5676","5676","5676","9.785916328430176","9.785916328430176","9.785916328430176","5676","5676","5676","9.88208293914795","9.88208293914795","9.88208293914795"
"660","","","","","","","","","","","","","5685","5685","5685","9.975666999816895","9.975666999816895","9.975666999816895","5685","5685","5685","9.896499633789062","9.896499633789062","9.896499633789062","5685","5685","5685","9.920083045959473","9.920083045959473","9.920083045959473"
"661","","","","","","","","","","","","","5694","5694","5694","9.976083755493164","9.976083755493164","9.976083755493164","5694","5694","5694","9.807167053222656","9.807167053222656","9.807167053222656","5694","5694","5694","9.884166717529297","9.884166717529297","9.884166717529297"
"662","","","","","","","","","","","","","5702","5702","5702","9.986000061035156","9.986000061035156","9.986000061035156","5702","5702","5702","9.863666534423828","9.863666534423828","9.863666534423828","5702","5702","5702","9.908583641052246","9.908583641052246","9.908583641052246"
"663","","","","","","","","","","","","","5711","5711","5711","9.971750259399414","9.971750259399414","9.971750259399414","5711","5711","5711","9.916166305541992","9.916166305541992","9.916166305541992","5711","5711","5711","9.84333324432373","9.84333324432373","9.84333324432373"
"664","","","","","","","","","","","","","5719","5719","5719","9.882166862487793","9.882166862487793","9.882166862487793","5719","5719","5719","9.82075023651123","9.82075023651123","9.82075023651123","5719","5719","5719","9.880583763122559","9.880583763122559","9.880583763122559"
"665","","","","","","","","","","","","","5728","5728","5728","9.963166236877441","9.963166236877441","9.963166236877441","5728","5728","5728","9.719499588012695","9.719499588012695","9.719499588012695","5728","5728","5728","9.908583641052246","9.908583641052246","9.908583641052246"
"666","","","","","","","","","","","","","5736","5736","5736","9.963666915893555","9.963666915893555","9.963666915893555","5736","5736","5736","9.812833786010742","9.812833786010742","9.812833786010742","5736","5736","5736","9.911083221435547","9.911083221435547","9.911083221435547"
"667","","","","","","","","","","","","","5745","5745","5745","9.981249809265137","9.981249809265137","9.981249809265137","5745","5745","5745","9.894332885742188","9.894332885742188","9.894332885742188","5745","5745","5745","9.896166801452637","9.896166801452637","9.896166801452637"
"668","","","","","","","","","","","","","5753","5753","5753","9.990166664123535","9.990166664123535","9.990166664123535","5753","5753","5753","9.805000305175781","9.805000305175781","9.805000305175781","5753","5753","5753","9.887749671936035","9.887749671936035","9.887749671936035"
"669","","","","","","","","","","","","","5762","5762","5762","9.986583709716797","9.986583709716797","9.986583709716797","5762","5762","5762","9.79383373260498","9.79383373260498","9.79383373260498","5762","5762","5762","9.910750389099121","9.910750389099121","9.910750389099121"
"670","","","","","","","","","","","","","5771","5771","5771","9.986916542053223","9.986916542053223","9.986916542053223","5771","5771","5771","9.803166389465332","9.803166389465332","9.803166389465332","5771","5771","5771","9.872249603271484","9.872249603271484","9.872249603271484"
"671","","","","","","","","","","","","","5780","5780","5780","9.98366641998291","9.98366641998291","9.98366641998291","5780","5780","5780","9.814583778381348","9.814583778381348","9.814583778381348","5780","5780","5780","9.880167007446289","9.880167007446289","9.880167007446289"
"672","","","","","","","","","","","","","5788","5788","5788","9.973666191101074","9.973666191101074","9.973666191101074","5788","5788","5788","9.849166870117188","9.849166870117188","9.849166870117188","5788","5788","5788","9.894499778747559","9.894499778747559","9.894499778747559"
"673","","","","","","","","","","","","","5797","5797","5797","9.970417022705078","9.970417022705078","9.970417022705078","5797","5797","5797","9.871166229248047","9.871166229248047","9.871166229248047","5797","5797","5797","9.927000045776367","9.927000045776367","9.927000045776367"
"674","","","","","","","","","","","","","5805","5805","5805","9.960583686828613","9.960583686828613","9.960583686828613","5805","5805","5805","9.797499656677246","9.797499656677246","9.797499656677246","5805","5805","5805","9.896666526794434","9.896666526794434","9.896666526794434"
"675","","","","","","","","","","","","","5814","5814","5814","9.956583023071289","9.956583023071289","9.956583023071289","5814","5814","5814","9.78558349609375","9.78558349609375","9.78558349609375","5814","5814","5814","9.931333541870117","9.931333541870117","9.931333541870117"
"676","","","","","","","","","","","","","5822","5822","5822","9.977999687194824","9.977999687194824","9.977999687194824","5822","5822","5822","9.87541675567627","9.87541675567627","9.87541675567627","5822","5822","5822","9.869750022888184","9.869750022888184","9.869750022888184"
"677","","","","","","","","","","","","","5831","5831","5831","9.981749534606934","9.981749534606934","9.981749534606934","5831","5831","5831","9.838083267211914","9.838083267211914","9.838083267211914","5831","5831","5831","9.920833587646484","9.920833587646484","9.920833587646484"
"678","","","","","","","","","","","","","5839","5839","5839","9.97700023651123","9.97700023651123","9.97700023651123","5839","5839","5839","9.772083282470703","9.772083282470703","9.772083282470703","5839","5839","5839","9.828666687011719","9.828666687011719","9.828666687011719"
"679","","","","","","","","","","","","","5848","5848","5848","9.975250244140625","9.975250244140625","9.975250244140625","5848","5848","5848","9.806166648864746","9.806166648864746","9.806166648864746","5848","5848","5848","9.891416549682617","9.891416549682617","9.891416549682617"
"680","","","","","","","","","","","","","5857","5857","5857","9.977250099182129","9.977250099182129","9.977250099182129","5857","5857","5857","9.867083549499512","9.867083549499512","9.867083549499512","5857","5857","5857","9.932167053222656","9.932167053222656","9.932167053222656"
"681","","","","","","","","","","","","","5866","5866","5866","9.960749626159668","9.960749626159668","9.960749626159668","5866","5866","5866","9.919083595275879","9.919083595275879","9.919083595275879","5866","5866","5866","9.913833618164062","9.913833618164062","9.913833618164062"
"682","","","","","","","","","","","","","5874","5874","5874","9.984582901000977","9.984582901000977","9.984582901000977","5874","5874","5874","9.931500434875488","9.931500434875488","9.931500434875488","5874","5874","5874","9.893750190734863","9.893750190734863","9.893750190734863"
"683","","","","","","","","","","","","","5883","5883","5883","9.967499732971191","9.967499732971191","9.967499732971191","5883","5883","5883","9.899999618530273","9.899999618530273","9.899999618530273","5883","5883","5883","9.867666244506836","9.867666244506836","9.867666244506836"
"684","","","","","","","","","","","","","5891","5891","5891","9.944167137145996","9.944167137145996","9.944167137145996","5891","5891","5891","9.777667045593262","9.777667045593262","9.777667045593262","5891","5891","5891","9.898083686828613","9.898083686828613","9.898083686828613"
"685","","","","","","","","","","","","","5900","5900","5900","9.944250106811523","9.944250106811523","9.944250106811523","5900","5900","5900","9.854666709899902","9.854666709899902","9.854666709899902","5900","5900","5900","9.942749977111816","9.942749977111816","9.942749977111816"
"686","","","","","","","","","","","","","5908","5908","5908","9.973416328430176","9.973416328430176","9.973416328430176","5908","5908","5908","9.773249626159668","9.773249626159668","9.773249626159668","5908","5908","5908","9.849666595458984","9.849666595458984","9.849666595458984"
"687","","","","","","","","","","","","","5917","5917","5917","9.979499816894531","9.979499816894531","9.979499816894531","5917","5917","5917","9.807416915893555","9.807416915893555","9.807416915893555","5917","5917","5917","9.913833618164062","9.913833618164062","9.913833618164062"
"688","","","","","","","","","","","","","5925","5925","5925","9.982250213623047","9.982250213623047","9.982250213623047","5925","5925","5925","9.738750457763672","9.738750457763672","9.738750457763672","5925","5925","5925","9.857000350952148","9.857000350952148","9.857000350952148"
"689","","","","","","","","","","","","","5934","5934","5934","9.970000267028809","9.970000267028809","9.970000267028809","5934","5934","5934","9.879083633422852","9.879083633422852","9.879083633422852","5934","5934","5934","9.878000259399414","9.878000259399414","9.878000259399414"
"690","","","","","","","","","","","","","5943","5943","5943","9.972332954406738","9.972332954406738","9.972332954406738","5943","5943","5943","9.803166389465332","9.803166389465332","9.803166389465332","5943","5943","5943","9.905083656311035","9.905083656311035","9.905083656311035"
"691","","","","","","","","","","","","","5952","5952","5952","9.972999572753906","9.972999572753906","9.972999572753906","5952","5952","5952","9.701333045959473","9.701333045959473","9.701333045959473","5952","5952","5952","9.932666778564453","9.932666778564453","9.932666778564453"
"692","","","","","","","","","","","","","5960","5960","5960","9.983583450317383","9.983583450317383","9.983583450317383","5960","5960","5960","9.787917137145996","9.787917137145996","9.787917137145996","5960","5960","5960","9.894749641418457","9.894749641418457","9.894749641418457"
"693","","","","","","","","","","","","","5969","5969","5969","9.970417022705078","9.970417022705078","9.970417022705078","5969","5969","5969","9.869750022888184","9.869750022888184","9.869750022888184","5969","5969","5969","9.888416290283203","9.888416290283203","9.888416290283203"
"694","","","","","","","","","","","","","5977","5977","5977","9.993249893188477","9.993249893188477","9.993249893188477","5977","5977","5977","9.836583137512207","9.836583137512207","9.836583137512207","5977","5977","5977","9.893500328063965","9.893500328063965","9.893500328063965"
"695","","","","","","","","","","","","","5986","5986","5986","9.960833549499512","9.960833549499512","9.960833549499512","5986","5986","5986","9.948166847229004","9.948166847229004","9.948166847229004","5986","5986","5986","9.898249626159668","9.898249626159668","9.898249626159668"
"696","","","","","","","","","","","","","5994","5994","5994","9.973750114440918","9.973750114440918","9.973750114440918","5994","5994","5994","9.754583358764648","9.754583358764648","9.754583358764648","5994","5994","5994","9.886666297912598","9.886666297912598","9.886666297912598"
"697","","","","","","","","","","","","","6003","6003","6003","9.960416793823242","9.960416793823242","9.960416793823242","6003","6003","6003","9.855999946594238","9.855999946594238","9.855999946594238","6003","6003","6003","9.926750183105469","9.926750183105469","9.926750183105469"
"698","","","","","","","","","","","","","6011","6011","6011","9.981583595275879","9.981583595275879","9.981583595275879","6011","6011","6011","9.869832992553711","9.869832992553711","9.869832992553711","6011","6011","6011","9.933416366577148","9.933416366577148","9.933416366577148"
"699","","","","","","","","","","","","","6020","6020","6020","9.972999572753906","9.972999572753906","9.972999572753906","6020","6020","6020","9.826833724975586","9.826833724975586","9.826833724975586","6020","6020","6020","9.952249526977539","9.952249526977539","9.952249526977539"
"700","","","","","","","","","","","","","6029","6029","6029","9.980916976928711","9.980916976928711","9.980916976928711","6029","6029","6029","9.854666709899902","9.854666709899902","9.854666709899902","6029","6029","6029","9.945083618164062","9.945083618164062","9.945083618164062"
"701","","","","","","","","","","","","","6038","6038","6038","9.972999572753906","9.972999572753906","9.972999572753906","6038","6038","6038","9.813750267028809","9.813750267028809","9.813750267028809","6038","6038","6038","9.851916313171387","9.851916313171387","9.851916313171387"
"702","","","","","","","","","","","","","6046","6046","6046","9.984000205993652","9.984000205993652","9.984000205993652","6046","6046","6046","9.731416702270508","9.731416702270508","9.731416702270508","6046","6046","6046","9.919666290283203","9.919666290283203","9.919666290283203"
"703","","","","","","","","","","","","","6055","6055","6055","9.98133373260498","9.98133373260498","9.98133373260498","6055","6055","6055","9.833749771118164","9.833749771118164","9.833749771118164","6055","6055","6055","9.935832977294922","9.935832977294922","9.935832977294922"
"704","","","","","","","","","","","","","6063","6063","6063","9.987750053405762","9.987750053405762","9.987750053405762","6063","6063","6063","9.832833290100098","9.832833290100098","9.832833290100098","6063","6063","6063","9.93691635131836","9.93691635131836","9.93691635131836"
